x,y,t,u
0,0,45000,1
0,1,45000,1
0,2,45000,1
0,3,45000,1
0,4,45000,1
0,5,45000,1
0,6,45000,1
0,7,45000,1
0,8,45000,1
0,9,45000,1
0,10,45000,1
0,11,45000,1
0,12,45000,1
0,13,45000,1
0,14,45000,1
0,15,45000,1
0,16,45000,1
0,17,45000,1
0,18,45000,1
0,19,45000,1
0,20,45000,1
0,21,45000,1
0,22,45000,1
0,23,45000,1
0,24,45000,1
0,25,45000,1
0,26,45000,1
0,27,45000,1
0,28,45000,1
0,29,45000,1
0,30,45000,1
0,31,45000,1
0,32,45000,1
0,33,45000,1
0,34,45000,1
0,35,45000,1
0,36,45000,1
0,37,45000,1
0,38,45000,1
0,39,45000,1
0,40,45000,1
0,41,45000,1
0,42,45000,1
0,43,45000,1
0,44,45000,1
0,45,45000,1
0,46,45000,1
0,47,45000,1
0,48,45000,1
0,49,45000,1
0,50,45000,1
0,51,45000,1
0,52,45000,1
0,53,45000,1
0,54,45000,1
0,55,45000,1
0,56,45000,1
0,57,45000,1
0,58,45000,1
0,59,45000,1
0,60,45000,1
0,61,45000,1
0,62,45000,1
0,63,45000,1
0,64,45000,1
0,65,45000,1
0,66,45000,1
0,67,45000,1
0,68,45000,1
0,69,45000,1
0,70,45000,1
0,71,45000,1
0,72,45000,1
0,73,45000,1
0,74,45000,1
0,75,45000,1
0,76,45000,1
0,77,45000,1
0,78,45000,1
0,79,45000,1
0,80,45000,1
0,81,45000,1
0,82,45000,1
0,83,45000,1
0,84,45000,1
0,85,45000,1
0,86,45000,1
0,87,45000,1
0,88,45000,1
0,89,45000,1
0,90,45000,1
0,91,45000,1
0,92,45000,1
0,93,45000,1
0,94,45000,1
0,95,45000,1
0,96,45000,1
0,97,45000,1
0,98,45000,1
0,99,45000,1
0,100,45000,1
1,0,45000,0
1,1,45000,0.342934
1,2,45000,0.452343
1,3,45000,0.552842
1,4,45000,0.62322
1,5,45000,0.676345
1,6,45000,0.716939
1,7,45000,0.748775
1,8,45000,0.774273
1,9,45000,0.795093
1,10,45000,0.812383
1,11,45000,0.826952
1,12,45000,0.839386
1,13,45000,0.850115
1,14,45000,0.859461
1,15,45000,0.86767
1,16,45000,0.874933
1,17,45000,0.881401
1,18,45000,0.887191
1,19,45000,0.8924
1,20,45000,0.897107
1,21,45000,0.901376
1,22,45000,0.90526
1,23,45000,0.908804
1,24,45000,0.912046
1,25,45000,0.915018
1,26,45000,0.917746
1,27,45000,0.920256
1,28,45000,0.922565
1,29,45000,0.924694
1,30,45000,0.926656
1,31,45000,0.928465
1,32,45000,0.930132
1,33,45000,0.931669
1,34,45000,0.933084
1,35,45000,0.934384
1,36,45000,0.935579
1,37,45000,0.936673
1,38,45000,0.937671
1,39,45000,0.938581
1,40,45000,0.939404
1,41,45000,0.940146
1,42,45000,0.940809
1,43,45000,0.941397
1,44,45000,0.941912
1,45,45000,0.942357
1,46,45000,0.942732
1,47,45000,0.943041
1,48,45000,0.943283
1,49,45000,0.943459
1,50,45000,0.943572
1,51,45000,0.943619
1,52,45000,0.943603
1,53,45000,0.943522
1,54,45000,0.943375
1,55,45000,0.943163
1,56,45000,0.942883
1,57,45000,0.942535
1,58,45000,0.942116
1,59,45000,0.941624
1,60,45000,0.941057
1,61,45000,0.940411
1,62,45000,0.939683
1,63,45000,0.938869
1,64,45000,0.937963
1,65,45000,0.936961
1,66,45000,0.935857
1,67,45000,0.934642
1,68,45000,0.933311
1,69,45000,0.931852
1,70,45000,0.930256
1,71,45000,0.928512
1,72,45000,0.926605
1,73,45000,0.92452
1,74,45000,0.922239
1,75,45000,0.919741
1,76,45000,0.917003
1,77,45000,0.913995
1,78,45000,0.910686
1,79,45000,0.907037
1,80,45000,0.903
1,81,45000,0.898522
1,82,45000,0.893536
1,83,45000,0.88796
1,84,45000,0.881697
1,85,45000,0.874624
1,86,45000,0.866586
1,87,45000,0.857388
1,88,45000,0.846779
1,89,45000,0.834427
1,90,45000,0.819894
1,91,45000,0.802583
1,92,45000,0.781668
1,93,45000,0.755984
1,94,45000,0.723845
1,95,45000,0.682806
1,96,45000,0.629037
1,97,45000,0.557886
1,98,45000,0.45595
1,99,45000,0.345829
1,100,45000,0
2,0,45000,0
2,1,45000,0.11692
2,2,45000,0.193536
2,3,45000,0.28784
2,4,45000,0.368027
2,5,45000,0.43657
2,6,45000,0.493868
2,7,45000,0.541854
2,8,45000,0.582223
2,9,45000,0.616437
2,10,45000,0.645676
2,11,45000,0.670873
2,12,45000,0.692762
2,13,45000,0.711921
2,14,45000,0.728807
2,15,45000,0.743783
2,16,45000,0.757141
2,17,45000,0.769117
2,18,45000,0.779903
2,19,45000,0.789657
2,20,45000,0.798509
2,21,45000,0.806569
2,22,45000,0.813929
2,23,45000,0.820666
2,24,45000,0.826846
2,25,45000,0.832526
2,26,45000,0.837753
2,27,45000,0.842571
2,28,45000,0.847016
2,29,45000,0.851118
2,30,45000,0.854907
2,31,45000,0.858406
2,32,45000,0.861637
2,33,45000,0.86462
2,34,45000,0.86737
2,35,45000,0.869902
2,36,45000,0.872231
2,37,45000,0.874367
2,38,45000,0.876321
2,39,45000,0.878102
2,40,45000,0.879718
2,41,45000,0.881177
2,42,45000,0.882485
2,43,45000,0.883646
2,44,45000,0.884667
2,45,45000,0.885552
2,46,45000,0.886302
2,47,45000,0.886923
2,48,45000,0.887415
2,49,45000,0.88778
2,50,45000,0.88802
2,51,45000,0.888135
2,52,45000,0.888126
2,53,45000,0.887991
2,54,45000,0.887729
2,55,45000,0.88734
2,56,45000,0.88682
2,57,45000,0.886168
2,58,45000,0.885378
2,59,45000,0.884448
2,60,45000,0.883372
2,61,45000,0.882145
2,62,45000,0.880759
2,63,45000,0.879206
2,64,45000,0.877479
2,65,45000,0.875567
2,66,45000,0.873458
2,67,45000,0.871139
2,68,45000,0.868597
2,69,45000,0.865813
2,70,45000,0.862768
2,71,45000,0.859442
2,72,45000,0.855809
2,73,45000,0.851841
2,74,45000,0.847505
2,75,45000,0.842763
2,76,45000,0.837573
2,77,45000,0.831885
2,78,45000,0.825639
2,79,45000,0.818768
2,80,45000,0.811191
2,81,45000,0.802814
2,82,45000,0.793523
2,83,45000,0.783182
2,84,45000,0.771628
2,85,45000,0.758662
2,86,45000,0.744039
2,87,45000,0.727457
2,88,45000,0.708541
2,89,45000,0.686818
2,90,45000,0.661689
2,91,45000,0.632397
2,92,45000,0.597973
2,93,45000,0.5572
2,94,45000,0.508553
2,95,45000,0.45027
2,96,45000,0.380291
2,97,45000,0.298168
2,98,45000,0.200935
2,99,45000,0.12142
2,100,45000,0
3,0,45000,0
3,1,45000,0.0329655
3,2,45000,0.0696615
3,3,45000,0.133205
3,4,45000,0.199441
3,5,45000,0.263861
3,6,45000,0.322909
3,7,45000,0.375798
3,8,45000,0.422607
3,9,45000,0.463864
3,10,45000,0.500219
3,11,45000,0.532322
3,12,45000,0.560764
3,13,45000,0.586062
3,14,45000,0.608655
3,15,45000,0.628916
3,16,45000,0.647157
3,17,45000,0.66364
3,18,45000,0.678587
3,19,45000,0.692184
3,20,45000,0.704588
3,21,45000,0.715933
3,22,45000,0.726334
3,23,45000,0.735889
3,24,45000,0.744682
3,25,45000,0.752786
3,26,45000,0.760265
3,27,45000,0.767175
3,28,45000,0.773563
3,29,45000,0.779471
3,30,45000,0.784938
3,31,45000,0.789997
3,32,45000,0.794675
3,33,45000,0.799
3,34,45000,0.802995
3,35,45000,0.806679
3,36,45000,0.810071
3,37,45000,0.813187
3,38,45000,0.816041
3,39,45000,0.818647
3,40,45000,0.821015
3,41,45000,0.823156
3,42,45000,0.825078
3,43,45000,0.826789
3,44,45000,0.828297
3,45,45000,0.829605
3,46,45000,0.83072
3,47,45000,0.831646
3,48,45000,0.832385
3,49,45000,0.83294
3,50,45000,0.833312
3,51,45000,0.833503
3,52,45000,0.833512
3,53,45000,0.833339
3,54,45000,0.832982
3,55,45000,0.832438
3,56,45000,0.831706
3,57,45000,0.830779
3,58,45000,0.829655
3,59,45000,0.828325
3,60,45000,0.826785
3,61,45000,0.825025
3,62,45000,0.823035
3,63,45000,0.820806
3,64,45000,0.818324
3,65,45000,0.815575
3,66,45000,0.812544
3,67,45000,0.809213
3,68,45000,0.80556
3,69,45000,0.801563
3,70,45000,0.797195
3,71,45000,0.792427
3,72,45000,0.787224
3,73,45000,0.781548
3,74,45000,0.775355
3,75,45000,0.768594
3,76,45000,0.761208
3,77,45000,0.753131
3,78,45000,0.744285
3,79,45000,0.734582
3,80,45000,0.723919
3,81,45000,0.712174
