x,y,t,u
0,0,27500,1
0,1,27500,1
0,2,27500,1
0,3,27500,1
0,4,27500,1
0,5,27500,1
0,6,27500,1
0,7,27500,1
0,8,27500,1
0,9,27500,1
0,10,27500,1
0,11,27500,1
0,12,27500,1
0,13,27500,1
0,14,27500,1
0,15,27500,1
0,16,27500,1
0,17,27500,1
0,18,27500,1
0,19,27500,1
0,20,27500,1
0,21,27500,1
0,22,27500,1
0,23,27500,1
0,24,27500,1
0,25,27500,1
0,26,27500,1
0,27,27500,1
0,28,27500,1
0,29,27500,1
0,30,27500,1
0,31,27500,1
0,32,27500,1
0,33,27500,1
0,34,27500,1
0,35,27500,1
0,36,27500,1
0,37,27500,1
0,38,27500,1
0,39,27500,1
0,40,27500,1
0,41,27500,1
0,42,27500,1
0,43,27500,1
0,44,27500,1
0,45,27500,1
0,46,27500,1
0,47,27500,1
0,48,27500,1
0,49,27500,1
0,50,27500,1
0,51,27500,1
0,52,27500,1
0,53,27500,1
0,54,27500,1
0,55,27500,1
0,56,27500,1
0,57,27500,1
0,58,27500,1
0,59,27500,1
0,60,27500,1
0,61,27500,1
0,62,27500,1
0,63,27500,1
0,64,27500,1
0,65,27500,1
0,66,27500,1
0,67,27500,1
0,68,27500,1
0,69,27500,1
0,70,27500,1
0,71,27500,1
0,72,27500,1
0,73,27500,1
0,74,27500,1
0,75,27500,1
0,76,27500,1
0,77,27500,1
0,78,27500,1
0,79,27500,1
0,80,27500,1
0,81,27500,1
0,82,27500,1
0,83,27500,1
0,84,27500,1
0,85,27500,1
0,86,27500,1
0,87,27500,1
0,88,27500,1
0,89,27500,1
0,90,27500,1
0,91,27500,1
0,92,27500,1
0,93,27500,1
0,94,27500,1
0,95,27500,1
0,96,27500,1
0,97,27500,1
0,98,27500,1
0,99,27500,1
0,100,27500,1
1,0,27500,0
1,1,27500,0.342934
1,2,27500,0.452343
1,3,27500,0.552842
1,4,27500,0.62322
1,5,27500,0.676345
1,6,27500,0.716939
1,7,27500,0.748775
1,8,27500,0.774273
1,9,27500,0.795093
1,10,27500,0.812383
1,11,27500,0.826952
1,12,27500,0.839386
1,13,27500,0.850115
1,14,27500,0.859461
1,15,27500,0.86767
1,16,27500,0.874933
1,17,27500,0.881401
1,18,27500,0.887191
1,19,27500,0.8924
1,20,27500,0.897107
1,21,27500,0.901376
1,22,27500,0.90526
1,23,27500,0.908804
1,24,27500,0.912046
1,25,27500,0.915018
1,26,27500,0.917746
1,27,27500,0.920256
1,28,27500,0.922565
1,29,27500,0.924694
1,30,27500,0.926656
1,31,27500,0.928464
1,32,27500,0.930132
1,33,27500,0.931669
1,34,27500,0.933084
1,35,27500,0.934384
1,36,27500,0.935579
1,37,27500,0.936673
1,38,27500,0.937671
1,39,27500,0.938581
1,40,27500,0.939404
1,41,27500,0.940146
1,42,27500,0.940809
1,43,27500,0.941397
1,44,27500,0.941912
1,45,27500,0.942357
1,46,27500,0.942732
1,47,27500,0.943041
1,48,27500,0.943283
1,49,27500,0.943459
1,50,27500,0.943572
1,51,27500,0.943619
1,52,27500,0.943603
1,53,27500,0.943522
1,54,27500,0.943375
1,55,27500,0.943163
1,56,27500,0.942883
1,57,27500,0.942535
1,58,27500,0.942116
1,59,27500,0.941624
1,60,27500,0.941057
1,61,27500,0.940411
1,62,27500,0.939683
1,63,27500,0.938869
1,64,27500,0.937963
1,65,27500,0.936961
1,66,27500,0.935857
1,67,27500,0.934642
1,68,27500,0.933311
1,69,27500,0.931852
1,70,27500,0.930256
1,71,27500,0.928512
1,72,27500,0.926605
1,73,27500,0.92452
1,74,27500,0.922239
1,75,27500,0.919741
1,76,27500,0.917003
1,77,27500,0.913995
1,78,27500,0.910686
1,79,27500,0.907037
1,80,27500,0.903
1,81,27500,0.898522
1,82,27500,0.893536
1,83,27500,0.88796
1,84,27500,0.881697
1,85,27500,0.874624
1,86,27500,0.866586
1,87,27500,0.857388
1,88,27500,0.846779
1,89,27500,0.834427
1,90,27500,0.819894
1,91,27500,0.802583
1,92,27500,0.781668
1,93,27500,0.755984
1,94,27500,0.723845
1,95,27500,0.682806
1,96,27500,0.629037
1,97,27500,0.557886
1,98,27500,0.45595
1,99,27500,0.345829
1,100,27500,0
2,0,27500,0
2,1,27500,0.11692
2,2,27500,0.193536
2,3,27500,0.28784
2,4,27500,0.368027
2,5,27500,0.43657
2,6,27500,0.493868
2,7,27500,0.541854
2,8,27500,0.582223
2,9,27500,0.616437
2,10,27500,0.645676
2,11,27500,0.670873
2,12,27500,0.692762
2,13,27500,0.711921
2,14,27500,0.728807
2,15,27500,0.743783
2,16,27500,0.757141
2,17,27500,0.769117
2,18,27500,0.779903
2,19,27500,0.789657
2,20,27500,0.798509
2,21,27500,0.806569
2,22,27500,0.813929
2,23,27500,0.820666
2,24,27500,0.826846
2,25,27500,0.832526
2,26,27500,0.837753
2,27,27500,0.842571
2,28,27500,0.847016
2,29,27500,0.851118
2,30,27500,0.854907
2,31,27500,0.858406
2,32,27500,0.861637
2,33,27500,0.86462
2,34,27500,0.86737
2,35,27500,0.869902
2,36,27500,0.872231
2,37,27500,0.874367
2,38,27500,0.876321
2,39,27500,0.878102
2,40,27500,0.879718
2,41,27500,0.881177
2,42,27500,0.882485
2,43,27500,0.883646
2,44,27500,0.884667
2,45,27500,0.885552
2,46,27500,0.886302
2,47,27500,0.886923
2,48,27500,0.887415
2,49,27500,0.88778
2,50,27500,0.88802
2,51,27500,0.888135
2,52,27500,0.888126
2,53,27500,0.887991
2,54,27500,0.887729
2,55,27500,0.88734
2,56,27500,0.88682
2,57,27500,0.886168
2,58,27500,0.885378
2,59,27500,0.884448
2,60,27500,0.883372
2,61,27500,0.882145
2,62,27500,0.880759
2,63,27500,0.879206
2,64,27500,0.877479
2,65,27500,0.875567
2,66,27500,0.873458
2,67,27500,0.871139
2,68,27500,0.868597
2,69,27500,0.865813
2,70,27500,0.862768
2,71,27500,0.859442
2,72,27500,0.855809
2,73,27500,0.851841
2,74,27500,0.847505
2,75,27500,0.842763
2,76,27500,0.837573
2,77,27500,0.831885
2,78,27500,0.825639
2,79,27500,0.818768
2,80,27500,0.811191
2,81,27500,0.802814
2,82,27500,0.793523
2,83,27500,0.783182
2,84,27500,0.771628
2,85,27500,0.758662
2,86,27500,0.744039
2,87,27500,0.727457
2,88,27500,0.708541
2,89,27500,0.686818
2,90,27500,0.661689
2,91,27500,0.632397
2,92,27500,0.597973
2,93,27500,0.5572
2,94,27500,0.508553
2,95,27500,0.45027
2,96,27500,0.380291
2,97,27500,0.298168
2,98,27500,0.200935
2,99,27500,0.12142
2,100,27500,0
3,0,27500,0
3,1,27500,0.0329655
3,2,27500,0.0696615
3,3,27500,0.133205
3,4,27500,0.199441
3,5,27500,0.263861
3,6,27500,0.322909
3,7,27500,0.375798
