x,y,t,u
0,0,25000,1
0,1,25000,1
0,2,25000,1
0,3,25000,1
0,4,25000,1
0,5,25000,1
0,6,25000,1
0,7,25000,1
0,8,25000,1
0,9,25000,1
0,10,25000,1
0,11,25000,1
0,12,25000,1
0,13,25000,1
0,14,25000,1
0,15,25000,1
0,16,25000,1
0,17,25000,1
0,18,25000,1
0,19,25000,1
0,20,25000,1
0,21,25000,1
0,22,25000,1
0,23,25000,1
0,24,25000,1
0,25,25000,1
0,26,25000,1
0,27,25000,1
0,28,25000,1
0,29,25000,1
0,30,25000,1
0,31,25000,1
0,32,25000,1
0,33,25000,1
0,34,25000,1
0,35,25000,1
0,36,25000,1
0,37,25000,1
0,38,25000,1
0,39,25000,1
0,40,25000,1
0,41,25000,1
0,42,25000,1
0,43,25000,1
0,44,25000,1
0,45,25000,1
0,46,25000,1
0,47,25000,1
0,48,25000,1
0,49,25000,1
0,50,25000,1
0,51,25000,1
0,52,25000,1
0,53,25000,1
0,54,25000,1
0,55,25000,1
0,56,25000,1
0,57,25000,1
0,58,25000,1
0,59,25000,1
0,60,25000,1
0,61,25000,1
0,62,25000,1
0,63,25000,1
0,64,25000,1
0,65,25000,1
0,66,25000,1
0,67,25000,1
0,68,25000,1
0,69,25000,1
0,70,25000,1
0,71,25000,1
0,72,25000,1
0,73,25000,1
0,74,25000,1
0,75,25000,1
0,76,25000,1
0,77,25000,1
0,78,25000,1
0,79,25000,1
0,80,25000,1
0,81,25000,1
0,82,25000,1
0,83,25000,1
0,84,25000,1
0,85,25000,1
0,86,25000,1
0,87,25000,1
0,88,25000,1
0,89,25000,1
0,90,25000,1
0,91,25000,1
0,92,25000,1
0,93,25000,1
0,94,25000,1
0,95,25000,1
0,96,25000,1
0,97,25000,1
0,98,25000,1
0,99,25000,1
0,100,25000,1
1,0,25000,0
1,1,25000,0.342934
1,2,25000,0.452343
1,3,25000,0.552842
1,4,25000,0.62322
1,5,25000,0.676345
1,6,25000,0.716939
1,7,25000,0.748775
1,8,25000,0.774273
1,9,25000,0.795093
1,10,25000,0.812383
1,11,25000,0.826952
1,12,25000,0.839386
1,13,25000,0.850115
1,14,25000,0.859461
1,15,25000,0.86767
1,16,25000,0.874933
1,17,25000,0.881401
1,18,25000,0.887191
1,19,25000,0.8924
1,20,25000,0.897107
1,21,25000,0.901376
1,22,25000,0.90526
1,23,25000,0.908804
1,24,25000,0.912046
1,25,25000,0.915018
1,26,25000,0.917746
1,27,25000,0.920255
1,28,25000,0.922565
1,29,25000,0.924694
1,30,25000,0.926656
