x,y,t,u
0,0,22500,1
0,1,22500,1
0,2,22500,1
0,3,22500,1
0,4,22500,1
0,5,22500,1
0,6,22500,1
0,7,22500,1
0,8,22500,1
0,9,22500,1
0,10,22500,1
0,11,22500,1
0,12,22500,1
0,13,22500,1
0,14,22500,1
0,15,22500,1
0,16,22500,1
0,17,22500,1
0,18,22500,1
0,19,22500,1
0,20,22500,1
0,21,22500,1
0,22,22500,1
0,23,22500,1
0,24,22500,1
0,25,22500,1
0,26,22500,1
0,27,22500,1
0,28,22500,1
0,29,22500,1
0,30,22500,1
0,31,22500,1
0,32,22500,1
0,33,22500,1
0,34,22500,1
0,35,22500,1
0,36,22500,1
0,37,22500,1
0,38,22500,1
0,39,22500,1
0,40,22500,1
0,41,22500,1
0,42,22500,1
0,43,22500,1
0,44,22500,1
0,45,22500,1
0,46,22500,1
0,47,22500,1
0,48,22500,1
0,49,22500,1
0,50,22500,1
0,51,22500,1
0,52,22500,1
0,53,22500,1
0,54,22500,1
0,55,22500,1
0,56,22500,1
0,57,22500,1
0,58,22500,1
0,59,22500,1
0,60,22500,1
0,61,22500,1
0,62,22500,1
0,63,22500,1
0,64,22500,1
0,65,22500,1
0,66,22500,1
0,67,22500,1
0,68,22500,1
0,69,22500,1
0,70,22500,1
0,71,22500,1
0,72,22500,1
0,73,22500,1
0,74,22500,1
0,75,22500,1
0,76,22500,1
0,77,22500,1
0,78,22500,1
0,79,22500,1
0,80,22500,1
0,81,22500,1
0,82,22500,1
0,83,22500,1
0,84,22500,1
0,85,22500,1
0,86,22500,1
0,87,22500,1
0,88,22500,1
0,89,22500,1
0,90,22500,1
0,91,22500,1
0,92,22500,1
0,93,22500,1
0,94,22500,1
0,95,22500,1
0,96,22500,1
0,97,22500,1
0,98,22500,1
0,99,22500,1
0,100,22500,1
1,0,22500,0
1,1,22500,0.342934
1,2,22500,0.452343
1,3,22500,0.552842
1,4,22500,0.62322
1,5,22500,0.676345
1,6,22500,0.716939
1,7,22500,0.748775
1,8,22500,0.774273
1,9,22500,0.795093
1,10,22500,0.812383
1,11,22500,0.826952
1,12,22500,0.839386
1,13,22500,0.850115
1,14,22500,0.859461
1,15,22500,0.86767
1,16,22500,0.874933
1,17,22500,0.881401
1,18,22500,0.887191
1,19,22500,0.8924
1,20,22500,0.897107
1,21,22500,0.901376
1,22,22500,0.90526
1,23,22500,0.908804
1,24,22500,0.912046
1,25,22500,0.915018
1,26,22500,0.917746
1,27,22500,0.920255
1,28,22500,0.922565
1,29,22500,0.924694
1,30,22500,0.926656
1,31,22500,0.928464
1,32,22500,0.930132
1,33,22500,0.931669
1,34,22500,0.933083
1,35,22500,0.934384
1,36,22500,0.935579
1,37,22500,0.936672
1,38,22500,0.937671
1,39,22500,0.93858
1,40,22500,0.939404
1,41,22500,0.940146
1,42,22500,0.940809
1,43,22500,0.941397
1,44,22500,0.941912
1,45,22500,0.942357
1,46,22500,0.942732
1,47,22500,0.94304
1,48,22500,0.943283
1,49,22500,0.943459
1,50,22500,0.943571
1,51,22500,0.943619
1,52,22500,0.943603
1,53,22500,0.943521
1,54,22500,0.943375
1,55,22500,0.943163
1,56,22500,0.942883
1,57,22500,0.942535
1,58,22500,0.942116
1,59,22500,0.941624
1,60,22500,0.941057
1,61,22500,0.940411
1,62,22500,0.939683
1,63,22500,0.938869
1,64,22500,0.937963
1,65,22500,0.936961
1,66,22500,0.935857
1,67,22500,0.934642
1,68,22500,0.93331
1,69,22500,0.931852
1,70,22500,0.930256
1,71,22500,0.928512
1,72,22500,0.926605
1,73,22500,0.92452
1,74,22500,0.922239
1,75,22500,0.919741
1,76,22500,0.917003
1,77,22500,0.913995
1,78,22500,0.910686
