x,y,t,u
0,0,17500,1
0,1,17500,1
0,2,17500,1
0,3,17500,1
0,4,17500,1
0,5,17500,1
0,6,17500,1
0,7,17500,1
0,8,17500,1
0,9,17500,1
0,10,17500,1
0,11,17500,1
0,12,17500,1
0,13,17500,1
0,14,17500,1
0,15,17500,1
0,16,17500,1
0,17,17500,1
0,18,17500,1
0,19,17500,1
0,20,17500,1
0,21,17500,1
0,22,17500,1
0,23,17500,1
0,24,17500,1
0,25,17500,1
0,26,17500,1
0,27,17500,1
0,28,17500,1
0,29,17500,1
0,30,17500,1
0,31,17500,1
0,32,17500,1
0,33,17500,1
0,34,17500,1
0,35,17500,1
0,36,17500,1
0,37,17500,1
0,38,17500,1
0,39,17500,1
0,40,17500,1
0,41,17500,1
0,42,17500,1
0,43,17500,1
0,44,17500,1
0,45,17500,1
0,46,17500,1
0,47,17500,1
0,48,17500,1
0,49,17500,1
0,50,17500,1
0,51,17500,1
0,52,17500,1
0,53,17500,1
0,54,17500,1
0,55,17500,1
0,56,17500,1
0,57,17500,1
0,58,17500,1
0,59,17500,1
0,60,17500,1
0,61,17500,1
0,62,17500,1
0,63,17500,1
0,64,17500,1
0,65,17500,1
0,66,17500,1
0,67,17500,1
0,68,17500,1
0,69,17500,1
0,70,17500,1
0,71,17500,1
0,72,17500,1
0,73,17500,1
0,74,17500,1
0,75,17500,1
0,76,17500,1
0,77,17500,1
0,78,17500,1
0,79,17500,1
0,80,17500,1
0,81,17500,1
0,82,17500,1
0,83,17500,1
0,84,17500,1
0,85,17500,1
0,86,17500,1
0,87,17500,1
0,88,17500,1
0,89,17500,1
0,90,17500,1
0,91,17500,1
0,92,17500,1
0,93,17500,1
0,94,17500,1
0,95,17500,1
0,96,17500,1
0,97,17500,1
0,98,17500,1
0,99,17500,1
0,100,17500,1
1,0,17500,0
1,1,17500,0.342934
1,2,17500,0.452343
1,3,17500,0.552842
1,4,17500,0.62322
1,5,17500,0.676345
1,6,17500,0.716939
1,7,17500,0.748775
1,8,17500,0.774273
1,9,17500,0.795093
1,10,17500,0.812383
1,11,17500,0.826952
1,12,17500,0.839386
1,13,17500,0.850115
1,14,17500,0.859461
1,15,17500,0.86767
1,16,17500,0.874933
1,17,17500,0.8814
1,18,17500,0.887191
1,19,17500,0.8924
1,20,17500,0.897107
1,21,17500,0.901376
1,22,17500,0.90526
1,23,17500,0.908804
1,24,17500,0.912046
1,25,17500,0.915017
1,26,17500,0.917746
1,27,17500,0.920255
1,28,17500,0.922565
1,29,17500,0.924693
1,30,17500,0.926655
1,31,17500,0.928464
1,32,17500,0.930131
1,33,17500,0.931668
1,34,17500,0.933083
1,35,17500,0.934383
1,36,17500,0.935578
1,37,17500,0.936671
1,38,17500,0.93767
1,39,17500,0.938579
1,40,17500,0.939403
1,41,17500,0.940145
1,42,17500,0.940808
1,43,17500,0.941396
1,44,17500,0.941911
1,45,17500,0.942355
1,46,17500,0.942731
1,47,17500,0.943039
1,48,17500,0.943281
1,49,17500,0.943458
1,50,17500,0.94357
1,51,17500,0.943618
1,52,17500,0.943601
1,53,17500,0.94352
1,54,17500,0.943374
1,55,17500,0.943162
1,56,17500,0.942882
1,57,17500,0.942534
1,58,17500,0.942115
1,59,17500,0.941623
1,60,17500,0.941056
1,61,17500,0.94041
1,62,17500,0.939682
1,63,17500,0.938868
1,64,17500,0.937962
1,65,17500,0.93696
1,66,17500,0.935856
1,67,17500,0.934641
1,68,17500,0.93331
1,69,17500,0.931851
1,70,17500,0.930256
1,71,17500,0.928511
1,72,17500,0.926604
1,73,17500,0.924519
1,74,17500,0.922238
1,75,17500,0.919741
1,76,17500,0.917002
1,77,17500,0.913995
1,78,17500,0.910686
1,79,17500,0.907036
1,80,17500,0.903
1,81,17500,0.898522
1,82,17500,0.893535
1,83,17500,0.88796
1,84,17500,0.881697
1,85,17500,0.874624
1,86,17500,0.866586
1,87,17500,0.857388
1,88,17500,0.846778
