x,y,t,u
0,0,5000,1
0,1,5000,1
0,2,5000,1
0,3,5000,1
0,4,5000,1
0,5,5000,1
0,6,5000,1
0,7,5000,1
0,8,5000,1
0,9,5000,1
0,10,5000,1
0,11,5000,1
0,12,5000,1
0,13,5000,1
0,14,5000,1
0,15,5000,1
0,16,5000,1
0,17,5000,1
0,18,5000,1
0,19,5000,1
0,20,5000,1
0,21,5000,1
0,22,5000,1
0,23,5000,1
0,24,5000,1
0,25,5000,1
0,26,5000,1
0,27,5000,1
0,28,5000,1
0,29,5000,1
0,30,5000,1
0,31,5000,1
0,32,5000,1
0,33,5000,1
0,34,5000,1
0,35,5000,1
0,36,5000,1
0,37,5000,1
0,38,5000,1
0,39,5000,1
0,40,5000,1
0,41,5000,1
0,42,5000,1
0,43,5000,1
0,44,5000,1
0,45,5000,1
0,46,5000,1
0,47,5000,1
0,48,5000,1
0,49,5000,1
0,50,5000,1
0,51,5000,1
0,52,5000,1
0,53,5000,1
0,54,5000,1
0,55,5000,1
0,56,5000,1
0,57,5000,1
0,58,5000,1
0,59,5000,1
0,60,5000,1
0,61,5000,1
0,62,5000,1
0,63,5000,1
0,64,5000,1
0,65,5000,1
0,66,5000,1
0,67,5000,1
0,68,5000,1
0,69,5000,1
0,70,5000,1
0,71,5000,1
0,72,5000,1
0,73,5000,1
0,74,5000,1
0,75,5000,1
0,76,5000,1
0,77,5000,1
0,78,5000,1
0,79,5000,1
0,80,5000,1
0,81,5000,1
0,82,5000,1
0,83,5000,1
0,84,5000,1
0,85,5000,1
0,86,5000,1
0,87,5000,1
0,88,5000,1
0,89,5000,1
0,90,5000,1
0,91,5000,1
0,92,5000,1
0,93,5000,1
0,94,5000,1
0,95,5000,1
0,96,5000,1
0,97,5000,1
0,98,5000,1
0,99,5000,1
0,100,5000,1
1,0,5000,0
1,1,5000,0.342945
1,2,5000,0.452364
1,3,5000,0.552871
1,4,5000,0.623257
1,5,5000,0.676388
1,6,5000,0.716986
1,7,5000,0.748824
1,8,5000,0.77432
1,9,5000,0.795137
1,10,5000,0.812418
1,11,5000,0.826977
1,12,5000,0.839396
1,13,5000,0.850107
1,14,5000,0.859432
1,15,5000,0.867617
1,16,5000,0.874853
1,17,5000,0.88129
1,18,5000,0.887047
1,19,5000,0.892222
1,20,5000,0.896891
1,21,5000,0.901121
1,22,5000,0.904965
1,23,5000,0.908467
1,24,5000,0.911667
1,25,5000,0.914595
1,26,5000,0.91728
1,27,5000,0.919745
1,28,5000,0.92201
1,29,5000,0.924095
1,30,5000,0.926013
1,31,5000,0.927779
1,32,5000,0.929405
1,33,5000,0.930901
1,34,5000,0.932276
1,35,5000,0.933539
1,36,5000,0.934697
1,37,5000,0.935756
1,38,5000,0.936723
1,39,5000,0.937601
1,40,5000,0.938397
1,41,5000,0.939112
1,42,5000,0.939752
1,43,5000,0.940319
1,44,5000,0.940816
1,45,5000,0.941244
1,46,5000,0.941607
1,47,5000,0.941904
1,48,5000,0.942138
1,49,5000,0.94231
1,50,5000,0.942419
1,51,5000,0.942467
1,52,5000,0.942453
1,53,5000,0.942378
1,54,5000,0.942239
1,55,5000,0.942037
1,56,5000,0.941771
1,57,5000,0.941438
1,58,5000,0.941036
1,59,5000,0.940564
1,60,5000,0.940019
1,61,5000,0.939397
1,62,5000,0.938694
1,63,5000,0.937907
1,64,5000,0.937031
1,65,5000,0.93606
1,66,5000,0.934987
1,67,5000,0.933806
1,68,5000,0.932508
1,69,5000,0.931085
1,70,5000,0.929525
1,71,5000,0.927818
1,72,5000,0.925948
1,73,5000,0.9239
1,74,5000,0.921657
1,75,5000,0.919198
1,76,5000,0.916497
1,77,5000,0.913528
1,78,5000,0.910256
1,79,5000,0.906643
1,80,5000,0.902643
1,81,5000,0.8982
1,82,5000,0.893248
1,83,5000,0.887706
1,84,5000,0.881475
1,85,5000,0.874433
1,86,5000,0.866424
1,87,5000,0.857254
1,88,5000,0.84667
1,89,5000,0.834342
1,90,5000,0.81983
1,91,5000,0.802537
1,92,5000,0.781639
1,93,5000,0.755968
1,94,5000,0.723839
1,95,5000,0.682807
1,96,5000,0.629042
1,97,5000,0.557892
1,98,5000,0.455954
1,99,5000,0.345831
1,100,5000,0
2,0,5000,0
2,1,5000,0.116932
