x,y,t,u
0,0,7500,1
0,1,7500,1
0,2,7500,1
0,3,7500,1
0,4,7500,1
0,5,7500,1
0,6,7500,1
0,7,7500,1
0,8,7500,1
0,9,7500,1
0,10,7500,1
0,11,7500,1
0,12,7500,1
0,13,7500,1
0,14,7500,1
0,15,7500,1
0,16,7500,1
0,17,7500,1
0,18,7500,1
0,19,7500,1
0,20,7500,1
0,21,7500,1
0,22,7500,1
0,23,7500,1
0,24,7500,1
0,25,7500,1
0,26,7500,1
0,27,7500,1
0,28,7500,1
0,29,7500,1
0,30,7500,1
0,31,7500,1
0,32,7500,1
0,33,7500,1
0,34,7500,1
0,35,7500,1
0,36,7500,1
0,37,7500,1
0,38,7500,1
0,39,7500,1
0,40,7500,1
0,41,7500,1
0,42,7500,1
0,43,7500,1
0,44,7500,1
0,45,7500,1
0,46,7500,1
0,47,7500,1
0,48,7500,1
0,49,7500,1
0,50,7500,1
0,51,7500,1
0,52,7500,1
0,53,7500,1
0,54,7500,1
0,55,7500,1
0,56,7500,1
0,57,7500,1
0,58,7500,1
0,59,7500,1
0,60,7500,1
0,61,7500,1
0,62,7500,1
0,63,7500,1
0,64,7500,1
0,65,7500,1
0,66,7500,1
0,67,7500,1
0,68,7500,1
0,69,7500,1
0,70,7500,1
0,71,7500,1
0,72,7500,1
0,73,7500,1
0,74,7500,1
0,75,7500,1
0,76,7500,1
0,77,7500,1
0,78,7500,1
0,79,7500,1
0,80,7500,1
0,81,7500,1
0,82,7500,1
0,83,7500,1
0,84,7500,1
0,85,7500,1
0,86,7500,1
0,87,7500,1
0,88,7500,1
0,89,7500,1
0,90,7500,1
0,91,7500,1
0,92,7500,1
0,93,7500,1
0,94,7500,1
0,95,7500,1
0,96,7500,1
0,97,7500,1
0,98,7500,1
0,99,7500,1
0,100,7500,1
1,0,7500,0
1,1,7500,0.342936
1,2,7500,0.452347
1,3,7500,0.552848
1,4,7500,0.623228
1,5,7500,0.676355
1,6,7500,0.71695
1,7,7500,0.748787
1,8,7500,0.774285
1,9,7500,0.795104
1,10,7500,0.812392
1,11,7500,0.826959
1,12,7500,0.83939
1,13,7500,0.850114
1,14,7500,0.859455
1,15,7500,0.867659
1,16,7500,0.874916
1,17,7500,0.881376
1,18,7500,0.887158
1,19,7500,0.892359
1,20,7500,0.897057
1,21,7500,0.901317
1,22,7500,0.905191
1,23,7500,0.908725
1,24,7500,0.911956
1,25,7500,0.914918
1,26,7500,0.917636
1,27,7500,0.920134
1,28,7500,0.922433
1,29,7500,0.924551
1,30,7500,0.926502
1,31,7500,0.928301
1,32,7500,0.929958
1,33,7500,0.931485
1,34,7500,0.93289
1,35,7500,0.934182
1,36,7500,0.935367
1,37,7500,0.936453
1,38,7500,0.937444
1,39,7500,0.938346
1,40,7500,0.939162
1,41,7500,0.939898
1,42,7500,0.940556
1,43,7500,0.941139
1,44,7500,0.941649
1,45,7500,0.94209
1,46,7500,0.942463
1,47,7500,0.942768
1,48,7500,0.943009
1,49,7500,0.943184
1,50,7500,0.943296
1,51,7500,0.943344
1,52,7500,0.943328
1,53,7500,0.943249
1,54,7500,0.943104
1,55,7500,0.942895
1,56,7500,0.942618
1,57,7500,0.942274
1,58,7500,0.941859
1,59,7500,0.941373
1,60,7500,0.940811
1,61,7500,0.940171
1,62,7500,0.939449
1,63,7500,0.938641
1,64,7500,0.937743
1,65,7500,0.936748
1,66,7500,0.935651
1,67,7500,0.934445
1,68,7500,0.933122
1,69,7500,0.931671
1,70,7500,0.930084
1,71,7500,0.928349
1,72,7500,0.926451
1,73,7500,0.924375
1,74,7500,0.922103
1,75,7500,0.919614
1,76,7500,0.916885
1,77,7500,0.913886
1,78,7500,0.910586
1,79,7500,0.906945
1,80,7500,0.902917
1,81,7500,0.898447
1,82,7500,0.893469
1,83,7500,0.887902
1,84,7500,0.881646
1,85,7500,0.87458
1,86,7500,0.866549
1,87,7500,0.857357
1,88,7500,0.846754
1,89,7500,0.834407
1,90,7500,0.819879
1,91,7500,0.802573
1,92,7500,0.781662
1,93,7500,0.75598
1,94,7500,0.723843
1,95,7500,0.682806
1,96,7500,0.629038
1,97,7500,0.557887
1,98,7500,0.455951
1,99,7500,0.345829
1,100,7500,0
2,0,7500,0
2,1,7500,0.116922
2,2,7500,0.193542
2,3,7500,0.287848
2,4,7500,0.368038
2,5,7500,0.436584
2,6,7500,0.493884
2,7,7500,0.54187
2,8,7500,0.582238
2,9,7500,0.616451
2,10,7500,0.645686
2,11,7500,0.670878
2,12,7500,0.69276
2,13,7500,0.711911
2,14,7500,0.728787
2,15,7500,0.743752
2,16,7500,0.757098
2,17,7500,0.76906
2,18,7500,0.779831
2,19,7500,0.789568
2,20,7500,0.798404
2,21,7500,0.806446
2,22,7500,0.813788
2,23,7500,0.820505
2,24,7500,0.826666
2,25,7500,0.832325
2,26,7500,0.837533
2,27,7500,0.84233
2,28,7500,0.846754
2,29,7500,0.850836
2,30,7500,0.854605
2,31,7500,0.858084
2,32,7500,0.861296
2,33,7500,0.864259
2,34,7500,0.866991
2,35,7500,0.869506
2,36,7500,0.871817
2,37,7500,0.873937
2,38,7500,0.875876
2,39,7500,0.877643
2,40,7500,0.879246
2,41,7500,0.880693
2,42,7500,0.88199
2,43,7500,0.883142
2,44,7500,0.884154
2,45,7500,0.885031
2,46,7500,0.885775
2,47,7500,0.886391
2,48,7500,0.886879
2,49,7500,0.887242
2,50,7500,0.887481
2,51,7500,0.887596
2,52,7500,0.887588
2,53,7500,0.887455
2,54,7500,0.887198
2,55,7500,0.886813
2,56,7500,0.8863
2,57,7500,0.885654
2,58,7500,0.884873
2,59,7500,0.883952
2,60,7500,0.882886
2,61,7500,0.88167
2,62,7500,0.880296
2,63,7500,0.878756
2,64,7500,0.877042
2,65,7500,0.875144
2,66,7500,0.87305
2,67,7500,0.870747
2,68,7500,0.86822
2,69,7500,0.865452
2,70,7500,0.862425
2,71,7500,0.859115
2,72,7500,0.855499
2,73,7500,0.851548
2,74,7500,0.84723
2,75,7500,0.842506
2,76,7500,0.837333
2,77,7500,0.831662
2,78,7500,0.825434
2,79,7500,0.81858
2,80,7500,0.81102
2,81,7500,0.802659
2,82,7500,0.793384
2,83,7500,0.783058
2,84,7500,0.771519
2,85,7500,0.758567
2,86,7500,0.743957
2,87,7500,0.727388
2,88,7500,0.708484
2,89,7500,0.686771
2,90,7500,0.661653
2,91,7500,0.632369
2,92,7500,0.597953
2,93,7500,0.557186
2,94,7500,0.508545
2,95,7500,0.450265
2,96,7500,0.380289
2,97,7500,0.298167
2,98,7500,0.200935
2,99,7500,0.12142
2,100,7500,0
3,0,7500,0
3,1,7500,0.032968
3,2,7500,0.0696671
3,3,7500,0.133214
3,4,7500,0.199454
3,5,7500,0.263877
3,6,7500,0.322926
3,7,7500,0.375814
3,8,7500,0.422622
3,9,7500,0.463874
3,10,7500,0.500224
3,11,7500,0.532319
3,12,7500,0.560751
3,13,7500,0.586036
3,14,7500,0.608615
3,15,7500,0.62886
3,16,7500,0.647082
3,17,7500,0.663546
3,18,7500,0.678471
3,19,7500,0.692045
3,20,7500,0.704424
3,21,7500,0.715744
3,22,7500,0.726118
3,23,7500,0.735645
3,24,7500,0.74441
3,25,7500,0.752485
3,26,7500,0.759935
3,27,7500,0.766815
3,28,7500,0.773173
3,29,7500,0.779053
3,30,7500,0.784491
3,31,7500,0.78952
3,32,7500,0.794171
3,33,7500,0.798469
3,34,7500,0.802437
3,35,7500,0.806095
3,36,7500,0.809462
3,37,7500,0.812555
3,38,7500,0.815388
3,39,7500,0.817972
3,40,7500,0.820321
3,41,7500,0.822445
3,42,7500,0.824351
3,43,7500,0.826048
3,44,7500,0.827542
3,45,7500,0.82884
3,46,7500,0.829946
3,47,7500,0.830864
3,48,7500,0.831597
3,49,7500,0.832149
3,50,7500,0.832519
3,51,7500,0.83271
3,52,7500,0.83272
3,53,7500,0.83255
3,54,7500,0.832198
3,55,7500,0.831662
3,56,7500,0.830937
3,57,7500,0.830021
3,58,7500,0.828908
3,59,7500,0.827592
3,60,7500,0.826066
3,61,7500,0.824321
3,62,7500,0.822349
3,63,7500,0.820138
3,64,7500,0.817675
3,65,7500,0.814947
3,66,7500,0.811938
3,67,7500,0.808628
3,68,7500,0.804999
3,69,7500,0.801025
3,70,7500,0.796681
3,71,7500,0.791938
3,72,7500,0.78676
3,73,7500,0.781109
3,74,7500,0.774941
3,75,7500,0.768206
3,76,7500,0.760846
3,77,7500,0.752794
3,78,7500,0.743973
3,79,7500,0.734295
3,80,7500,0.723656
3,81,7500,0.711936
3,82,7500,0.698992
3,83,7500,0.684658
3,84,7500,0.668737
3,85,7500,0.650995
3,86,7500,0.631153
3,87,7500,0.608879
3,88,7500,0.583777
3,89,7500,0.555378
3,90,7500,0.523128
3,91,7500,0.486392
3,92,7500,0.444462
3,93,7500,0.396619
3,94,7500,0.342252
3,95,7500,0.281191
3,96,7500,0.214114
3,97,7500,0.144577
3,98,7500,0.0769759
3,99,7500,0.0366397
3,100,7500,0
4,0,7500,0
4,1,7500,0.00278719
4,2,7500,0.0151993
4,3,7500,0.0507985
4,4,7500,0.0969155
4,5,7500,0.148195
4,6,7500,0.199922
4,7,7500,0.249657
4,8,7500,0.29614
4,9,7500,0.338894
4,10,7500,0.377868
4,11,7500,0.413238
4,12,7500,0.44528
4,13,7500,0.474307
4,14,7500,0.500627
4,15,7500,0.524533
4,16,7500,0.546287
4,17,7500,0.566126
4,18,7500,0.584257
4,19,7500,0.600861
4,20,7500,0.616096
4,21,7500,0.630102
4,22,7500,0.643
4,23,7500,0.654894
4,24,7500,0.665878
4,25,7500,0.676033
4,26,7500,0.68543
4,27,7500,0.694133
4,28,7500,0.702196
4,29,7500,0.709669
4,30,7500,0.716597
4,31,7500,0.723017
4,32,7500,0.728964
4,33,7500,0.73447
4,34,7500,0.739562
4,35,7500,0.744264
4,36,7500,0.748599
4,37,7500,0.752586
4,38,7500,0.756243
4,39,7500,0.759585
4,40,7500,0.762627
4,41,7500,0.76538
4,42,7500,0.767856
4,43,7500,0.770064
4,44,7500,0.772013
4,45,7500,0.773709
4,46,7500,0.775158
4,47,7500,0.776366
4,48,7500,0.777336
