x,y,t,v
0,0,17500,0
0,1,17500,0
0,2,17500,0
0,3,17500,0
0,4,17500,0
0,5,17500,0
0,6,17500,0
0,7,17500,0
0,8,17500,0
0,9,17500,0
0,10,17500,0
0,11,17500,0
0,12,17500,0
0,13,17500,0
0,14,17500,0
0,15,17500,0
0,16,17500,0
0,17,17500,0
0,18,17500,0
0,19,17500,0
0,20,17500,0
0,21,17500,0
0,22,17500,0
0,23,17500,0
0,24,17500,0
0,25,17500,0
0,26,17500,0
0,27,17500,0
0,28,17500,0
0,29,17500,0
0,30,17500,0
0,31,17500,0
0,32,17500,0
0,33,17500,0
0,34,17500,0
0,35,17500,0
0,36,17500,0
0,37,17500,0
0,38,17500,0
0,39,17500,0
0,40,17500,0
0,41,17500,0
0,42,17500,0
0,43,17500,0
0,44,17500,0
0,45,17500,0
0,46,17500,0
0,47,17500,0
0,48,17500,0
0,49,17500,0
0,50,17500,0
0,51,17500,0
0,52,17500,0
0,53,17500,0
0,54,17500,0
0,55,17500,0
0,56,17500,0
0,57,17500,0
0,58,17500,0
0,59,17500,0
0,60,17500,0
0,61,17500,0
0,62,17500,0
0,63,17500,0
0,64,17500,0
0,65,17500,0
0,66,17500,0
0,67,17500,0
0,68,17500,0
0,69,17500,0
0,70,17500,0
0,71,17500,0
0,72,17500,0
0,73,17500,0
0,74,17500,0
0,75,17500,0
0,76,17500,0
0,77,17500,0
0,78,17500,0
0,79,17500,0
0,80,17500,0
0,81,17500,0
0,82,17500,0
0,83,17500,0
0,84,17500,0
0,85,17500,0
0,86,17500,0
0,87,17500,0
0,88,17500,0
0,89,17500,0
0,90,17500,0
0,91,17500,0
0,92,17500,0
0,93,17500,0
0,94,17500,0
0,95,17500,0
0,96,17500,0
0,97,17500,0
0,98,17500,0
0,99,17500,0
0,100,17500,0
1,0,17500,0
1,1,17500,0.0847788
1,2,17500,0.0821054
1,3,17500,0.0710112
1,4,17500,0.0600088
1,5,17500,0.0512239
1,6,17500,0.0442413
1,7,17500,0.0386383
1,8,17500,0.0340663
1,9,17500,0.030282
1,10,17500,0.0271118
1,11,17500,0.0244292
1,12,17500,0.0221397
1,13,17500,0.0201711
1,14,17500,0.0184673
1,15,17500,0.016984
1,16,17500,0.015686
1,17,17500,0.0145448
1,18,17500,0.013537
1,19,17500,0.0126435
1,20,17500,0.0118484
1,21,17500,0.0111384
1,22,17500,0.0105023
1,23,17500,0.0099304
1,24,17500,0.00941464
1,25,17500,0.00894794
1,26,17500,0.0085242
1,27,17500,0.0081381
1,28,17500,0.00778497
1,29,17500,0.0074607
1,30,17500,0.00716168
1,31,17500,0.00688465
1,32,17500,0.00662673
1,33,17500,0.00638533
1,34,17500,0.00615812
1,35,17500,0.00594297
1,36,17500,0.00573796
1,37,17500,0.00554134
1,38,17500,0.00535148
1,39,17500,0.00516689
1,40,17500,0.00498621
1,41,17500,0.00480813
1,42,17500,0.00463147
1,43,17500,0.00445508
1,44,17500,0.00427791
1,45,17500,0.00409891
1,46,17500,0.00391713
1,47,17500,0.00373161
1,48,17500,0.00354144
1,49,17500,0.00334572
1,50,17500,0.00314358
1,51,17500,0.00293414
1,52,17500,0.00271653
1,53,17500,0.00248986
1,54,17500,0.00225326
1,55,17500,0.0020058
1,56,17500,0.00174655
1,57,17500,0.00147455
1,58,17500,0.00118878
1,59,17500,0.000888173
1,60,17500,0.000571618
1,61,17500,0.000237918
1,62,17500,-0.000114203
1,63,17500,-0.000486115
1,64,17500,-0.000879303
1,65,17500,-0.00129538
1,66,17500,-0.0017361
1,67,17500,-0.0022034
1,68,17500,-0.00269942
1,69,17500,-0.00322651
1,70,17500,-0.00378731
1,71,17500,-0.00438476
1,72,17500,-0.00502217
1,73,17500,-0.00570327
1,74,17500,-0.00643231
1,75,17500,-0.0072141
1,76,17500,-0.00805419
1,77,17500,-0.00895894
1,78,17500,-0.00993575
1,79,17500,-0.0109932
1,80,17500,-0.0121414
1,81,17500,-0.0133922
1,82,17500,-0.0147597
1,83,17500,-0.0162608
1,84,17500,-0.0179157
1,85,17500,-0.0197492
1,86,17500,-0.0217912
1,87,17500,-0.0240792
1,88,17500,-0.0266595
1,89,17500,-0.0295909
1,90,17500,-0.0329482
1,91,17500,-0.0368287
1,92,17500,-0.0413616
1,93,17500,-0.0467223
1,94,17500,-0.0531532
1,95,17500,-0.0609983
1,96,17500,-0.0706524
1,97,17500,-0.0824593
1,98,17500,-0.0938428
1,99,17500,-0.0949878
1,100,17500,0
2,0,17500,0
2,1,17500,-0.088484
2,2,17500,-0.0775453
2,3,17500,-0.0581695
2,4,17500,-0.0412615
2,5,17500,-0.0287168
2,6,17500,-0.019796
2,7,17500,-0.0135271
2,8,17500,-0.00912089
2,9,17500,-0.00600587
2,10,17500,-0.00378536
2,11,17500,-0.00218769
2,12,17500,-0.00102715
2,13,17500,-0.000176202
2,14,17500,0.000453429
2,15,17500,0.000923441
2,16,17500,0.00127739
2,17,17500,0.00154632
2,18,17500,0.00175258
2,19,17500,0.00191239
2,20,17500,0.00203761
2,21,17500,0.00213695
2,22,17500,0.00221683
2,23,17500,0.00228202
2,24,17500,0.00233604
2,25,17500,0.00238149
2,26,17500,0.00242029
2,27,17500,0.00245381
2,28,17500,0.00248306
2,29,17500,0.00250875
2,30,17500,0.00253133
2,31,17500,0.0025511
2,32,17500,0.00256824
2,33,17500,0.00258279
2,34,17500,0.00259476
2,35,17500,0.00260406
2,36,17500,0.00261058
2,37,17500,0.00261417
2,38,17500,0.00261465
2,39,17500,0.00261185
2,40,17500,0.00260555
2,41,17500,0.00259553
2,42,17500,0.00258159
2,43,17500,0.0025635
2,44,17500,0.00254104
2,45,17500,0.00251398
2,46,17500,0.00248209
2,47,17500,0.00244516
2,48,17500,0.00240296
2,49,17500,0.00235527
2,50,17500,0.00230187
2,51,17500,0.00224254
2,52,17500,0.00217707
2,53,17500,0.00210524
2,54,17500,0.00202683
2,55,17500,0.00194165
2,56,17500,0.00184947
2,57,17500,0.0017501
2,58,17500,0.00164334
2,59,17500,0.00152898
2,60,17500,0.00140684
2,61,17500,0.00127672
2,62,17500,0.00113847
2,63,17500,0.00099191
2,64,17500,0.000836904
2,65,17500,0.000673328
2,66,17500,0.000501086
2,67,17500,0.000320121
2,68,17500,0.000130421
2,69,17500,-6.79645e-05
2,70,17500,-0.000274905
2,71,17500,-0.00049017
2,72,17500,-0.000713394
2,73,17500,-0.000944041
2,74,17500,-0.00118135
2,75,17500,-0.00142426
2,76,17500,-0.00167132
2,77,17500,-0.00192059
2,78,17500,-0.00216944
2,79,17500,-0.00241432
2,80,17500,-0.00265049
2,81,17500,-0.00287154
2,82,17500,-0.00306881
2,83,17500,-0.00323054
2,84,17500,-0.00334061
2,85,17500,-0.00337678
2,86,17500,-0.00330809
2,87,17500,-0.00309101
2,88,17500,-0.00266371
2,89,17500,-0.0019374
2,90,17500,-0.000783491
2,91,17500,0.000985838
2,92,17500,0.003646
2,93,17500,0.00759996
2,94,17500,0.0134299
2,95,17500,0.0219437
2,96,17500,0.0341534
2,97,17500,0.0509162
2,98,17500,0.0706422
2,99,17500,0.0835223
2,100,17500,0
3,0,17500,0
3,1,17500,-0.119727
3,2,17500,-0.138185
3,3,17500,-0.12783
3,4,17500,-0.108694
3,5,17500,-0.089643
3,6,17500,-0.0731838
3,7,17500,-0.0597401
3,8,17500,-0.0489989
3,9,17500,-0.0404742
3,10,17500,-0.0337
3,11,17500,-0.0282866
3,12,17500,-0.0239261
3,13,17500,-0.0203816
3,14,17500,-0.0174725
3,15,17500,-0.0150613
3,16,17500,-0.0130435
3,17,17500,-0.0113389
3,18,17500,-0.00988583
3,19,17500,-0.00863633
3,20,17500,-0.00755298
3,21,17500,-0.00660632
3,22,17500,-0.00577295
3,23,17500,-0.00503421
3,24,17500,-0.0043751
3,25,17500,-0.00378346
3,26,17500,-0.00324944
3,27,17500,-0.00276492
3,28,17500,-0.00232327
3,29,17500,-0.00191898
3,30,17500,-0.00154747
3,31,17500,-0.00120492
3,32,17500,-0.000888135
3,33,17500,-0.000594401
3,34,17500,-0.000321436
3,35,17500,-6.72963e-05
3,36,17500,0.000169679
3,37,17500,0.000390916
3,38,17500,0.000597642
3,39,17500,0.000790923
3,40,17500,0.000971688
3,41,17500,0.00114075
3,42,17500,0.00129884
3,43,17500,0.00144659
3,44,17500,0.00158457
3,45,17500,0.00171332
3,46,17500,0.00183332
3,47,17500,0.00194502
3,48,17500,0.00204884
3,49,17500,0.00214519
3,50,17500,0.00223446
3,51,17500,0.00231706
3,52,17500,0.00239338
3,53,17500,0.00246383
3,54,17500,0.00252883
3,55,17500,0.00258884
3,56,17500,0.00264433
3,57,17500,0.00269584
3,58,17500,0.00274394
3,59,17500,0.00278925
3,60,17500,0.00283251
3,61,17500,0.0028745
3,62,17500,0.00291612
3,63,17500,0.00295842
3,64,17500,0.00300258
3,65,17500,0.00304994
3,66,17500,0.00310209
3,67,17500,0.00316083
3,68,17500,0.00322831
3,69,17500,0.00330699
3,70,17500,0.00339982
3,71,17500,0.00351022
3,72,17500,0.0036423
3,73,17500,0.00380093
3,74,17500,0.00399194
3,75,17500,0.00422236
3,76,17500,0.00450067
3,77,17500,0.00483722
3,78,17500,0.00524465
3,79,17500,0.00573855
3,80,17500,0.00633825
3,81,17500,0.00706788
3,82,17500,0.00795782
3,83,17500,0.00904659
3,84,17500,0.0103834
3,85,17500,0.0120317
3,86,17500,0.0140737
3,87,17500,0.0166169
3,88,17500,0.0198028
3,89,17500,0.0238173
3,90,17500,0.0289055
3,91,17500,0.0353865
3,92,17500,0.0436663
3,93,17500,0.0542349
3,94,17500,0.0676122
3,95,17500,0.0841616
3,96,17500,0.10353
3,97,17500,0.123327
3,98,17500,0.134781
3,99,17500,0.11808
3,100,17500,0
4,0,17500,0
4,1,17500,-0.133183
4,2,17500,-0.176855
4,3,17500,-0.181309
4,4,17500,-0.167835
4,5,17500,-0.148585
4,6,17500,-0.128853
4,7,17500,-0.110825
4,8,17500,-0.0951682
4,9,17500,-0.0818905
4,10,17500,-0.0707461
4,11,17500,-0.0614193
4,12,17500,-0.0536025
4,13,17500,-0.0470256
4,14,17500,-0.0414621
4,15,17500,-0.0367268
4,16,17500,-0.0326699
4,17,17500,-0.0291711
4,18,17500,-0.0261335
4,19,17500,-0.0234793
4,20,17500,-0.0211454
4,21,17500,-0.0190809
4,22,17500,-0.0172442
4,23,17500,-0.0156012
4,24,17500,-0.0141238
4,25,17500,-0.0127888
4,26,17500,-0.0115769
4,27,17500,-0.0104718
4,28,17500,-0.00946016
4,29,17500,-0.00853033
4,30,17500,-0.0076726
