x,y,t,v
0,0,42500,0
0,1,42500,0
0,2,42500,0
0,3,42500,0
0,4,42500,0
0,5,42500,0
0,6,42500,0
0,7,42500,0
0,8,42500,0
0,9,42500,0
0,10,42500,0
0,11,42500,0
0,12,42500,0
0,13,42500,0
0,14,42500,0
0,15,42500,0
0,16,42500,0
0,17,42500,0
0,18,42500,0
0,19,42500,0
0,20,42500,0
0,21,42500,0
0,22,42500,0
0,23,42500,0
0,24,42500,0
0,25,42500,0
0,26,42500,0
0,27,42500,0
0,28,42500,0
0,29,42500,0
0,30,42500,0
0,31,42500,0
0,32,42500,0
0,33,42500,0
0,34,42500,0
0,35,42500,0
0,36,42500,0
0,37,42500,0
0,38,42500,0
0,39,42500,0
0,40,42500,0
0,41,42500,0
0,42,42500,0
0,43,42500,0
0,44,42500,0
0,45,42500,0
0,46,42500,0
0,47,42500,0
0,48,42500,0
0,49,42500,0
0,50,42500,0
0,51,42500,0
0,52,42500,0
0,53,42500,0
0,54,42500,0
0,55,42500,0
0,56,42500,0
0,57,42500,0
0,58,42500,0
0,59,42500,0
0,60,42500,0
0,61,42500,0
0,62,42500,0
0,63,42500,0
0,64,42500,0
0,65,42500,0
0,66,42500,0
0,67,42500,0
0,68,42500,0
0,69,42500,0
0,70,42500,0
0,71,42500,0
0,72,42500,0
0,73,42500,0
0,74,42500,0
0,75,42500,0
0,76,42500,0
0,77,42500,0
0,78,42500,0
0,79,42500,0
0,80,42500,0
0,81,42500,0
0,82,42500,0
0,83,42500,0
0,84,42500,0
0,85,42500,0
0,86,42500,0
0,87,42500,0
0,88,42500,0
0,89,42500,0
0,90,42500,0
0,91,42500,0
0,92,42500,0
0,93,42500,0
0,94,42500,0
0,95,42500,0
0,96,42500,0
0,97,42500,0
0,98,42500,0
0,99,42500,0
0,100,42500,0
1,0,42500,0
1,1,42500,0.0847788
1,2,42500,0.0821054
1,3,42500,0.0710111
1,4,42500,0.0600088
1,5,42500,0.0512239
1,6,42500,0.0442412
1,7,42500,0.0386382
1,8,42500,0.0340662
1,9,42500,0.0302819
1,10,42500,0.0271117
1,11,42500,0.0244291
1,12,42500,0.0221396
1,13,42500,0.0201709
1,14,42500,0.0184671
1,15,42500,0.0169838
1,16,42500,0.0156858
1,17,42500,0.0145445
1,18,42500,0.0135367
1,19,42500,0.0126432
1,20,42500,0.0118481
1,21,42500,0.0111381
1,22,42500,0.010502
1,23,42500,0.0099301
1,24,42500,0.00941434
1,25,42500,0.00894764
1,26,42500,0.0085239
1,27,42500,0.0081378
1,28,42500,0.00778468
1,29,42500,0.00746042
1,30,42500,0.0071614
1,31,42500,0.00688438
1,32,42500,0.00662648
1,33,42500,0.00638509
1,34,42500,0.00615789
1,35,42500,0.00594276
1,36,42500,0.00573777
1,37,42500,0.00554116
1,38,42500,0.00535132
1,39,42500,0.00516676
1,40,42500,0.00498609
1,41,42500,0.00480804
1,42,42500,0.0046314
1,43,42500,0.00445503
1,44,42500,0.00427788
1,45,42500,0.0040989
1,46,42500,0.00391714
1,47,42500,0.00373164
1,48,42500,0.00354149
1,49,42500,0.0033458
1,50,42500,0.00314368
1,51,42500,0.00293426
1,52,42500,0.00271666
1,53,42500,0.00249002
1,54,42500,0.00225343
1,55,42500,0.00200598
1,56,42500,0.00174675
1,57,42500,0.00147476
1,58,42500,0.001189
1,59,42500,0.000888412
1,60,42500,0.000571867
1,61,42500,0.000238175
1,62,42500,-0.000113938
1,63,42500,-0.000485844
1,64,42500,-0.000879026
1,65,42500,-0.0012951
1,66,42500,-0.00173582
1,67,42500,-0.00220312
1,68,42500,-0.00269914
1,69,42500,-0.00322623
1,70,42500,-0.00378703
1,71,42500,-0.00438449
1,72,42500,-0.0050219
1,73,42500,-0.00570301
1,74,42500,-0.00643205
1,75,42500,-0.00721385
1,76,42500,-0.00805395
1,77,42500,-0.00895872
1,78,42500,-0.00993554
1,79,42500,-0.010993
1,80,42500,-0.0121412
1,81,42500,-0.013392
1,82,42500,-0.0147596
1,83,42500,-0.0162606
1,84,42500,-0.0179156
1,85,42500,-0.019749
1,86,42500,-0.0217911
1,87,42500,-0.0240791
1,88,42500,-0.0266595
1,89,42500,-0.0295908
1,90,42500,-0.0329481
1,91,42500,-0.0368287
1,92,42500,-0.0413616
1,93,42500,-0.0467223
1,94,42500,-0.0531532
1,95,42500,-0.0609983
1,96,42500,-0.0706524
1,97,42500,-0.0824594
1,98,42500,-0.0938429
1,99,42500,-0.0949879
1,100,42500,0
2,0,42500,0
2,1,42500,-0.088484
2,2,42500,-0.0775453
2,3,42500,-0.0581695
2,4,42500,-0.0412615
2,5,42500,-0.0287169
2,6,42500,-0.019796
2,7,42500,-0.0135271
2,8,42500,-0.00912095
2,9,42500,-0.00600595
2,10,42500,-0.00378546
2,11,42500,-0.00218781
2,12,42500,-0.00102729
2,13,42500,-0.00017637
2,14,42500,0.00045324
2,15,42500,0.000923233
2,16,42500,0.00127716
2,17,42500,0.00154607
2,18,42500,0.00175232
2,19,42500,0.00191212
2,20,42500,0.00203733
