x,y,t,p
0,0,30000,0
0,1,30000,0
0,2,30000,0
0,3,30000,0
0,4,30000,0
0,5,30000,0
0,6,30000,0
0,7,30000,0
0,8,30000,0
0,9,30000,0
0,10,30000,0
0,11,30000,0
0,12,30000,0
0,13,30000,0
0,14,30000,0
0,15,30000,0
0,16,30000,0
0,17,30000,0
0,18,30000,0
0,19,30000,0
0,20,30000,0
0,21,30000,0
0,22,30000,0
0,23,30000,0
0,24,30000,0
0,25,30000,0
0,26,30000,0
0,27,30000,0
0,28,30000,0
0,29,30000,0
0,30,30000,0
0,31,30000,0
0,32,30000,0
0,33,30000,0
0,34,30000,0
0,35,30000,0
0,36,30000,0
0,37,30000,0
0,38,30000,0
0,39,30000,0
0,40,30000,0
0,41,30000,0
0,42,30000,0
0,43,30000,0
0,44,30000,0
0,45,30000,0
0,46,30000,0
0,47,30000,0
0,48,30000,0
0,49,30000,0
0,50,30000,0
0,51,30000,0
0,52,30000,0
0,53,30000,0
0,54,30000,0
0,55,30000,0
0,56,30000,0
0,57,30000,0
0,58,30000,0
0,59,30000,0
0,60,30000,0
0,61,30000,0
0,62,30000,0
0,63,30000,0
0,64,30000,0
0,65,30000,0
0,66,30000,0
0,67,30000,0
0,68,30000,0
0,69,30000,0
0,70,30000,0
0,71,30000,0
0,72,30000,0
0,73,30000,0
0,74,30000,0
0,75,30000,0
0,76,30000,0
0,77,30000,0
0,78,30000,0
0,79,30000,0
0,80,30000,0
0,81,30000,0
0,82,30000,0
0,83,30000,0
0,84,30000,0
0,85,30000,0
0,86,30000,0
0,87,30000,0
0,88,30000,0
0,89,30000,0
0,90,30000,0
0,91,30000,0
0,92,30000,0
0,93,30000,0
0,94,30000,0
0,95,30000,0
0,96,30000,0
0,97,30000,0
0,98,30000,0
0,99,30000,0
0,100,30000,0
1,0,30000,-10.6659
1,1,30000,-10.6659
1,2,30000,-6.83917
1,3,30000,-5.07611
1,4,30000,-3.84609
1,5,30000,-3.03195
1,6,30000,-2.45784
1,7,30000,-2.04046
1,8,30000,-1.72679
1,9,30000,-1.48458
1,10,30000,-1.29309
1,11,30000,-1.13868
1,12,30000,-1.01206
1,13,30000,-0.906736
1,14,30000,-0.818063
1,15,30000,-0.742628
1,16,30000,-0.677875
1,17,30000,-0.621853
1,18,30000,-0.573047
1,19,30000,-0.530265
1,20,30000,-0.492553
1,21,30000,-0.45914
1,22,30000,-0.429395
1,23,30000,-0.402798
1,24,30000,-0.378914
1,25,30000,-0.357379
1,26,30000,-0.337882
1,27,30000,-0.320159
1,28,30000,-0.303982
1,29,30000,-0.289156
1,30,30000,-0.275508
1,31,30000,-0.262888
1,32,30000,-0.251164
1,33,30000,-0.240219
1,34,30000,-0.229948
1,35,30000,-0.220258
1,36,30000,-0.211065
1,37,30000,-0.202293
1,38,30000,-0.193873
1,39,30000,-0.185741
1,40,30000,-0.177839
1,41,30000,-0.170115
1,42,30000,-0.162517
1,43,30000,-0.154999
1,44,30000,-0.147517
1,45,30000,-0.14003
1,46,30000,-0.132497
1,47,30000,-0.124881
1,48,30000,-0.117145
1,49,30000,-0.109252
1,50,30000,-0.101166
1,51,30000,-0.0928537
1,52,30000,-0.0842784
1,53,30000,-0.0754049
1,54,30000,-0.066197
1,55,30000,-0.056618
1,56,30000,-0.0466294
1,57,30000,-0.0361915
1,58,30000,-0.0252627
1,59,30000,-0.0137989
1,60,30000,-0.00175315
1,61,30000,0.0109246
1,62,30000,0.0242884
1,63,30000,0.0383969
1,64,30000,0.0533139
1,65,30000,0.0691095
1,66,30000,0.0858609
1,67,30000,0.103654
1,68,30000,0.122584
1,69,30000,0.142758
1,70,30000,0.164296
1,71,30000,0.187335
1,72,30000,0.21203
1,73,30000,0.238558
1,74,30000,0.267125
1,75,30000,0.297967
1,76,30000,0.33136
1,77,30000,0.367628
1,78,30000,0.407154
1,79,30000,0.450393
1,80,30000,0.497891
1,81,30000,0.55031
1,82,30000,0.608458
1,83,30000,0.673335
1,84,30000,0.746189
1,85,30000,0.828602
1,86,30000,0.922608
1,87,30000,1.03086
1,88,30000,1.15689
1,89,30000,1.3055
1,90,30000,1.48335
1,91,30000,1.69993
1,92,30000,1.96913
1,93,30000,2.31191
1,94,30000,2.76067
1,95,30000,3.36837
1,96,30000,4.21654
1,97,30000,5.48032
1,98,30000,7.2552
1,99,30000,11.0882
1,100,30000,11.0882
2,0,30000,-6.9824
2,1,30000,-6.9824
2,2,30000,-5.01461
2,3,30000,-3.99982
2,4,30000,-3.17472
2,5,30000,-2.58061
2,6,30000,-2.13188
2,7,30000,-1.79005
2,8,30000,-1.52455
2,9,30000,-1.31493
2,10,30000,-1.14674
2,11,30000,-1.00981
2,12,30000,-0.896847
2,13,30000,-0.802535
2,14,30000,-0.722961
2,15,30000,-0.655187
2,16,30000,-0.596976
2,17,30000,-0.546602
2,18,30000,-0.502714
2,19,30000,-0.464243
2,20,30000,-0.430331
2,21,30000,-0.400283
2,22,30000,-0.373531
2,23,30000,-0.349606
2,24,30000,-0.328114
2,25,30000,-0.308729
2,26,30000,-0.291172
2,27,30000,-0.275205
2,28,30000,-0.260624
2,29,30000,-0.247255
2,30,30000,-0.234944
2,31,30000,-0.223557
2,32,30000,-0.212977
2,33,30000,-0.203101
2,34,30000,-0.193836
2,35,30000,-0.1851
2,36,30000,-0.176818
2,37,30000,-0.168925
2,38,30000,-0.161359
2,39,30000,-0.154065
2,40,30000,-0.146994
2,41,30000,-0.140097
2,42,30000,-0.133331
2,43,30000,-0.126656
2,44,30000,-0.120034
2,45,30000,-0.113429
2,46,30000,-0.106807
2,47,30000,-0.100133
2,48,30000,-0.0933771
2,49,30000,-0.0865071
2,50,30000,-0.0794926
2,51,30000,-0.072303
2,52,30000,-0.064908
2,53,30000,-0.0572768
2,54,30000,-0.0493782
2,55,30000,-0.0411801
2,56,30000,-0.0326493
2,57,30000,-0.0237514
2,58,30000,-0.0144501
2,59,30000,-0.0047069
2,60,30000,0.005519
2,61,30000,0.0162715
2,62,30000,0.0275979
2,63,30000,0.0395496
2,64,30000,0.0521829
2,65,30000,0.0655594
2,66,30000,0.0797473
2,67,30000,0.0948224
2,68,30000,0.110869
2,69,30000,0.127983
2,70,30000,0.146271
2,71,30000,0.165854
2,72,30000,0.186871
2,73,30000,0.209481
2,74,30000,0.233867
2,75,30000,0.260242
2,76,30000,0.288854
2,77,30000,0.319994
2,78,30000,0.354006
2,79,30000,0.391301
2,80,30000,0.43237
2,81,30000,0.47781
2,82,30000,0.528347
2,83,30000,0.584878
2,84,30000,0.648521
2,85,30000,0.720683
2,86,30000,0.803158
2,87,30000,0.898263
2,88,30000,1.00903
2,89,30000,1.13951
2,90,30000,1.29512
2,91,30000,1.48334
2,92,30000,1.7145
2,93,30000,2.00322
2,94,30000,2.3701
2,95,30000,2.8459
2,96,30000,3.46827
2,97,30000,4.32474
2,98,30000,5.3641
2,99,30000,7.37536
2,100,30000,7.37536
3,0,30000,-5.847
3,1,30000,-5.847
3,2,30000,-4.71919
3,3,30000,-3.96125
3,4,30000,-3.2774
3,5,30000,-2.73968
3,6,30000,-2.30924
3,7,30000,-1.96687
3,8,30000,-1.69235
3,9,30000,-1.47035
3,10,30000,-1.289
3,11,30000,-1.13932
3,12,30000,-1.01455
3,13,30000,-0.909545
3,14,30000,-0.820399
3,15,30000,-0.744103
3,16,30000,-0.67832
3,17,30000,-0.621217
3,18,30000,-0.571339
3,19,30000,-0.527523
3,20,30000,-0.488829
3,21,30000,-0.454489
3,22,30000,-0.423871
3,23,30000,-0.396453
3,24,30000,-0.371795
3,25,30000,-0.349529
3,26,30000,-0.329341
3,27,30000,-0.310964
3,28,30000,-0.294168
3,29,30000,-0.278754
3,30,30000,-0.26455
3,31,30000,-0.251404
3,32,30000,-0.239184
3,33,30000,-0.227771
3,34,30000,-0.217062
3,35,30000,-0.206963
3,36,30000,-0.197391
3,37,30000,-0.188269
3,38,30000,-0.179531
3,39,30000,-0.171112
3,40,30000,-0.162955
3,41,30000,-0.155009
3,42,30000,-0.147223
3,43,30000,-0.139552
3,44,30000,-0.131953
3,45,30000,-0.124385
3,46,30000,-0.11681
3,47,30000,-0.109189
3,48,30000,-0.101487
3,49,30000,-0.0936689
3,50,30000,-0.0856997
3,51,30000,-0.0775451
3,52,30000,-0.0691707
3,53,30000,-0.0605418
3,54,30000,-0.0516231
3,55,30000,-0.0423784
3,56,30000,-0.0327701
3,57,30000,-0.0227593
3,58,30000,-0.0123048
3,59,30000,-0.00136322
3,60,30000,0.0101118
3,61,30000,0.0221698
3,62,30000,0.0348646
3,63,30000,0.0482544
3,64,30000,0.062403
3,65,30000,0.0773802
3,66,30000,0.0932635
3,67,30000,0.110139
3,68,30000,0.128102
3,69,30000,0.147261
3,70,30000,0.167737
3,71,30000,0.189667
3,72,30000,0.21321
3,73,30000,0.238544
3,74,30000,0.265876
3,75,30000,0.295447
3,76,30000,0.327536
3,77,30000,0.36247
3,78,30000,0.400635
3,79,30000,0.442491
3,80,30000,0.488585
3,81,30000,0.539577
3,82,30000,0.59627
3,83,30000,0.659644
3,84,30000,0.730913
3,85,30000,0.811587
3,86,30000,0.903569
3,87,30000,1.00928
3,88,30000,1.13181
3,89,30000,1.27519
3,90,30000,1.44467
3,91,30000,1.64716
3,92,30000,1.89175
3,93,30000,2.19045
3,94,30000,2.55862
3,95,30000,3.01651
3,96,30000,3.58256
3,97,30000,4.29672
3,98,30000,5.0802
3,99,30000,6.24811
3,100,30000,6.24811
4,0,30000,-4.60089
4,1,30000,-4.60089
4,2,30000,-4.01315
4,3,30000,-3.52112
4,4,30000,-3.03291
4,5,30000,-2.61374
4,6,30000,-2.25625
4,7,30000,-1.95717
4,8,30000,-1.7077
4,9,30000,-1.4996
4,10,30000,-1.32538
4,11,30000,-1.17879
4,12,30000,-1.0547
4,13,30000,-0.948991
4,14,30000,-0.858363
4,15,30000,-0.780182
4,16,30000,-0.712336
4,17,30000,-0.653125
4,18,30000,-0.601174
4,19,30000,-0.555363
4,20,30000,-0.514773
4,21,30000,-0.478648
4,22,30000,-0.446357
4,23,30000,-0.417375
4,24,30000,-0.391256
4,25,30000,-0.367626
4,26,30000,-0.346165
4,27,30000,-0.326598
4,28,30000,-0.308689
4,29,30000,-0.292231
4,30,30000,-0.277046
4,31,30000,-0.262977
4,32,30000,-0.249887
4,33,30000,-0.237653
4,34,30000,-0.226165
4,35,30000,-0.215328
4,36,30000,-0.205053
4,37,30000,-0.195263
4,38,30000,-0.185884
4,39,30000,-0.176852
4,40,30000,-0.168108
4,41,30000,-0.159595
4,42,30000,-0.151263
4,43,30000,-0.143063
4,44,30000,-0.134951
4,45,30000,-0.126884
4,46,30000,-0.118821
4,47,30000,-0.110723
4,48,30000,-0.102553
4,49,30000,-0.0942741
4,50,30000,-0.0858492
4,51,30000,-0.0772427
4,52,30000,-0.0684186
4,53,30000,-0.0593406
4,54,30000,-0.0499717
4,55,30000,-0.040274
