x,y,t,p
0,0,2500,0
0,1,2500,0
0,2,2500,0
0,3,2500,0
0,4,2500,0
0,5,2500,0
0,6,2500,0
0,7,2500,0
0,8,2500,0
0,9,2500,0
0,10,2500,0
0,11,2500,0
0,12,2500,0
0,13,2500,0
0,14,2500,0
0,15,2500,0
0,16,2500,0
0,17,2500,0
0,18,2500,0
0,19,2500,0
0,20,2500,0
0,21,2500,0
0,22,2500,0
0,23,2500,0
0,24,2500,0
0,25,2500,0
0,26,2500,0
0,27,2500,0
0,28,2500,0
0,29,2500,0
0,30,2500,0
0,31,2500,0
0,32,2500,0
0,33,2500,0
0,34,2500,0
0,35,2500,0
0,36,2500,0
0,37,2500,0
0,38,2500,0
0,39,2500,0
0,40,2500,0
0,41,2500,0
0,42,2500,0
0,43,2500,0
0,44,2500,0
0,45,2500,0
0,46,2500,0
0,47,2500,0
0,48,2500,0
0,49,2500,0
0,50,2500,0
0,51,2500,0
0,52,2500,0
0,53,2500,0
0,54,2500,0
0,55,2500,0
0,56,2500,0
0,57,2500,0
0,58,2500,0
0,59,2500,0
0,60,2500,0
0,61,2500,0
0,62,2500,0
0,63,2500,0
0,64,2500,0
0,65,2500,0
0,66,2500,0
0,67,2500,0
0,68,2500,0
0,69,2500,0
0,70,2500,0
0,71,2500,0
0,72,2500,0
0,73,2500,0
0,74,2500,0
0,75,2500,0
0,76,2500,0
0,77,2500,0
0,78,2500,0
0,79,2500,0
0,80,2500,0
0,81,2500,0
0,82,2500,0
0,83,2500,0
0,84,2500,0
0,85,2500,0
0,86,2500,0
0,87,2500,0
0,88,2500,0
0,89,2500,0
0,90,2500,0
0,91,2500,0
0,92,2500,0
0,93,2500,0
0,94,2500,0
0,95,2500,0
0,96,2500,0
0,97,2500,0
0,98,2500,0
0,99,2500,0
0,100,2500,0
1,0,2500,-10.6843
1,1,2500,-10.6843
1,2,2500,-6.85904
1,3,2500,-5.09732
1,4,2500,-3.86868
1,5,2500,-3.05599
1,6,2500,-2.48343
1,7,2500,-2.06769
1,8,2500,-1.75573
1,9,2500,-1.51529
1,10,2500,-1.32559
1,11,2500,-1.17295
1,12,2500,-1.04806
1,13,2500,-0.944387
1,14,2500,-0.857267
1,15,2500,-0.783259
1,16,2500,-0.719787
1,17,2500,-0.664882
1,18,2500,-0.617014
1,19,2500,-0.574977
1,20,2500,-0.537809
1,21,2500,-0.504732
1,22,2500,-0.475112
1,23,2500,-0.448425
1,24,2500,-0.424236
1,25,2500,-0.402182
1,26,2500,-0.381957
1,27,2500,-0.3633
1,28,2500,-0.345991
1,29,2500,-0.32984
1,30,2500,-0.314684
1,31,2500,-0.300382
1,32,2500,-0.286812
1,33,2500,-0.273867
1,34,2500,-0.261454
1,35,2500,-0.249492
1,36,2500,-0.237909
1,37,2500,-0.226641
1,38,2500,-0.215633
1,39,2500,-0.204833
1,40,2500,-0.194198
1,41,2500,-0.183686
1,42,2500,-0.17326
1,43,2500,-0.162887
1,44,2500,-0.152535
1,45,2500,-0.142176
1,46,2500,-0.131782
1,47,2500,-0.121327
1,48,2500,-0.110785
1,49,2500,-0.100132
1,50,2500,-0.0893432
1,51,2500,-0.078394
1,52,2500,-0.0672591
1,53,2500,-0.0559126
1,54,2500,-0.0443276
1,55,2500,-0.0324755
1,56,2500,-0.0203262
1,57,2500,-0.00784733
1,58,2500,0.00499604
1,59,2500,0.0182417
1,60,2500,0.031931
1,61,2500,0.0461091
1,62,2500,0.0608257
1,63,2500,0.0761359
1,64,2500,0.0921006
1,65,2500,0.108788
1,66,2500,0.126272
1,67,2500,0.14464
1,68,2500,0.163986
1,69,2500,0.184417
1,70,2500,0.206055
1,71,2500,0.229039
1,72,2500,0.253525
1,73,2500,0.279695
1,74,2500,0.307758
1,75,2500,0.337954
1,76,2500,0.370564
1,77,2500,0.405918
1,78,2500,0.444405
1,79,2500,0.486485
1,80,2500,0.532714
1,81,2500,0.583759
1,82,2500,0.640438
1,83,2500,0.703758
1,84,2500,0.774978
1,85,2500,0.855689
1,86,2500,0.947934
1,87,2500,1.05438
1,88,2500,1.17857
1,89,2500,1.32532
1,90,2500,1.50131
1,91,2500,1.71603
1,92,2500,1.98341
1,93,2500,2.32444
1,94,2500,2.77152
1,95,2500,3.37766
1,96,2500,4.2244
1,97,2500,5.48695
1,98,2500,7.26082
1,99,2500,11.093
1,100,2500,11.093
2,0,2500,-6.99903
2,1,2500,-6.99903
2,2,2500,-5.03124
2,3,2500,-4.01693
2,4,2500,-3.19254
2,5,2500,-2.59931
2,6,2500,-2.15158
2,7,2500,-1.81086
2,8,2500,-1.54653
2,9,2500,-1.33811
2,10,2500,-1.17114
2,11,2500,-1.03542
2,12,2500,-0.92363
2,13,2500,-0.830439
2,14,2500,-0.751911
2,15,2500,-0.685092
2,16,2500,-0.627731
2,17,2500,-0.578088
2,18,2500,-0.534803
2,19,2500,-0.496798
2,20,2500,-0.463207
2,21,2500,-0.433332
2,22,2500,-0.406601
2,23,2500,-0.382543
2,24,2500,-0.360766
2,25,2500,-0.340943
2,26,2500,-0.322798
2,27,2500,-0.306097
2,28,2500,-0.290641
2,29,2500,-0.276259
2,30,2500,-0.262804
2,31,2500,-0.250151
2,32,2500,-0.238188
2,33,2500,-0.22682
2,34,2500,-0.215963
2,35,2500,-0.205543
2,36,2500,-0.195496
2,37,2500,-0.185763
2,38,2500,-0.176294
2,39,2500,-0.167043
2,40,2500,-0.157969
2,41,2500,-0.149034
2,42,2500,-0.140205
2,43,2500,-0.13145
2,44,2500,-0.122741
2,45,2500,-0.114051
2,46,2500,-0.105355
2,47,2500,-0.0966275
2,48,2500,-0.087846
2,49,2500,-0.0789873
2,50,2500,-0.0700287
2,51,2500,-0.0609474
2,52,2500,-0.0517202
2,53,2500,-0.0423233
2,54,2500,-0.032732
2,55,2500,-0.0229204
2,56,2500,-0.0128611
2,57,2500,-0.00252462
2,58,2500,0.00812033
2,59,2500,0.0191078
2,60,2500,0.0304749
2,61,2500,0.042262
2,62,2500,0.0545136
2,63,2500,0.0672787
2,64,2500,0.0806117
2,65,2500,0.0945728
2,66,2500,0.10923
2,67,2500,0.124657
2,68,2500,0.140941
2,69,2500,0.158176
2,70,2500,0.17647
2,71,2500,0.195948
2,72,2500,0.216749
2,73,2500,0.239036
2,74,2500,0.262995
2,75,2500,0.288842
2,76,2500,0.316829
2,77,2500,0.347252
2,78,2500,0.380459
2,79,2500,0.416867
2,80,2500,0.456974
2,81,2500,0.50138
2,82,2500,0.550821
2,83,2500,0.606199
2,84,2500,0.668638
2,85,2500,0.739555
2,86,2500,0.820752
2,87,2500,0.914554
2,88,2500,1.02401
2,89,2500,1.15316
2,90,2500,1.30747
2,91,2500,1.49439
2,92,2500,1.72429
2,93,2500,2.01182
2,94,2500,2.37757
2,95,2500,2.85233
2,96,2500,3.47379
2,97,2500,4.32949
2,98,2500,5.36829
2,99,2500,7.37923
2,100,2500,7.37923
3,0,2500,-5.86496
3,1,2500,-5.86496
3,2,2500,-4.73705
3,3,2500,-3.97951
3,4,2500,-3.29629
3,5,2500,-2.75941
3,6,2500,-2.32995
3,7,2500,-1.98867
3,8,2500,-1.7153
3,9,2500,-1.49451
3,10,2500,-1.31437
3,11,2500,-1.16589
3,12,2500,-1.04228
3,13,2500,-0.938378
3,14,2500,-0.850259
3,15,2500,-0.774896
3,16,2500,-0.709936
3,17,2500,-0.653534
3,18,2500,-0.604226
3,19,2500,-0.560839
3,20,2500,-0.522427
3,21,2500,-0.488217
3,22,2500,-0.457575
3,23,2500,-0.429977
3,24,2500,-0.404983
3,25,2500,-0.382226
3,26,2500,-0.361395
3,27,2500,-0.342228
3,28,2500,-0.324498
3,29,2500,-0.308012
3,30,2500,-0.292603
3,31,2500,-0.278129
3,32,2500,-0.264462
3,33,2500,-0.251495
3,34,2500,-0.239131
3,35,2500,-0.227286
3,36,2500,-0.215885
3,37,2500,-0.204862
3,38,2500,-0.194159
3,39,2500,-0.183723
3,40,2500,-0.173506
3,41,2500,-0.163466
3,42,2500,-0.153562
3,43,2500,-0.143759
3,44,2500,-0.134023
3,45,2500,-0.124324
3,46,2500,-0.114631
3,47,2500,-0.104916
3,48,2500,-0.0951518
3,49,2500,-0.0853116
3,50,2500,-0.0753688
3,51,2500,-0.0652969
3,52,2500,-0.0550688
3,53,2500,-0.0446568
3,54,2500,-0.0340324
3,55,2500,-0.0231654
3,56,2500,-0.0120241
3,57,2500,-0.000574734
3,58,2500,0.011219
3,59,2500,0.0233961
3,60,2500,0.0359992
3,61,2500,0.0490745
3,62,2500,0.0626731
3,63,2500,0.0768508
3,64,2500,0.0916697
3,65,2500,0.107199
3,66,2500,0.123514
3,67,2500,0.140702
3,68,2500,0.158859
3,69,2500,0.178094
3,70,2500,0.198529
3,71,2500,0.220304
3,72,2500,0.243579
3,73,2500,0.268537
3,74,2500,0.295387
3,75,2500,0.324375
3,76,2500,0.355784
3,77,2500,0.389946
3,78,2500,0.427253
3,79,2500,0.468169
3,80,2500,0.513249
3,81,2500,0.563159
3,82,2500,0.618709
3,83,2500,0.680888
3,84,2500,0.750915
3,85,2500,0.83031
3,86,2500,0.920985
3,87,2500,1.02537
3,88,2500,1.14657
3,89,2500,1.28862
3,90,2500,1.45678
3,91,2500,1.65798
3,92,2500,1.90133
3,93,2500,2.19885
3,94,2500,2.56591
3,95,2500,3.02279
3,96,2500,3.58796
3,97,2500,4.30136
3,98,2500,5.08427
3,99,2500,6.2518
3,100,2500,6.2518
4,0,2500,-4.6187
4,1,2500,-4.6187
4,2,2500,-4.03074
4,3,2500,-3.53899
4,4,2500,-3.05129
4,5,2500,-2.63285
4,6,2500,-2.27624
4,7,2500,-1.97814
4,8,2500,-1.72973
4,9,2500,-1.52273
4,10,2500,-1.34963
4,11,2500,-1.20413
4,12,2500,-1.08109
4,13,2500,-0.976382
4,14,2500,-0.886676
4,15,2500,-0.809326
4,16,2500,-0.742205
4,17,2500,-0.683603
4,18,2500,-0.632135
4,19,2500,-0.586674
4,20,2500,-0.546296
4,21,2500,-0.510239
4,22,2500,-0.477872
4,23,2500,-0.448666
4,24,2500,-0.422179
4,25,2500,-0.398036
4,26,2500,-0.37592
4,27,2500,-0.355561
4,28,2500,-0.336725
4,29,2500,-0.319213
4,30,2500,-0.302853
4,31,2500,-0.287494
4,32,2500,-0.273006
4,33,2500,-0.259273
4,34,2500,-0.246196
4,35,2500,-0.233686
4,36,2500,-0.221665
4,37,2500,-0.210062
4,38,2500,-0.198815
4,39,2500,-0.187869
4,40,2500,-0.177172
4,41,2500,-0.166678
4,42,2500,-0.156347
4,43,2500,-0.146138
4,44,2500,-0.136016
4,45,2500,-0.125947
4,46,2500,-0.1159
4,47,2500,-0.105843
4,48,2500,-0.095747
4,49,2500,-0.0855834
4,50,2500,-0.0753232
4,51,2500,-0.0649379
4,52,2500,-0.0543982
4,53,2500,-0.0436744
4,54,2500,-0.0327357
4,55,2500,-0.0215498
4,56,2500,-0.0100827
4,57,2500,0.0017016
4,58,2500,0.0138418
4,59,2500,0.0263794
4,60,2500,0.0393597
4,61,2500,0.0528316
4,62,2500,0.066849
4,63,2500,0.081471
4,64,2500,0.0967628
4,65,2500,0.112797
4,66,2500,0.129654
4,67,2500,0.147423
4,68,2500,0.166206
4,69,2500,0.186116
4,70,2500,0.207281
4,71,2500,0.229846
4,72,2500,0.253977
4,73,2500,0.279863
4,74,2500,0.307721
4,75,2500,0.337803
4,76,2500,0.3704
4,77,2500,0.40585
4,78,2500,0.444551
4,79,2500,0.486972
4,80,2500,0.533669
4,81,2500,0.585306
4,82,2500,0.642679
4,83,2500,0.706751
4,84,2500,0.778694
4,85,2500,0.859943
4,86,2500,0.952264
4,87,2500,1.05785
4,88,2500,1.17942
4,89,2500,1.32036
4,90,2500,1.48492
4,91,2500,1.6783
4,92,2500,1.90688
4,93,2500,2.17821
4,94,2500,2.50056
4,95,2500,2.88269
4,96,2500,3.3273
4,97,2500,3.84238
4,98,2500,4.35829
4,99,2500,4.98057
4,100,2500,4.98057
5,0,2500,-3.76199
5,1,2500,-3.76199
5,2,2500,-3.47499
5,3,2500,-3.1586
5,4,2500,-2.81444
5,5,2500,-2.49289
5,6,2500,-2.2022
5,7,2500,-1.9473
5,8,2500,-1.72668
5,9,2500,-1.53708
5,10,2500,-1.37449
5,11,2500,-1.23499
5,12,2500,-1.11501
5,13,2500,-1.01145
5,14,2500,-0.921702
5,15,2500,-0.843555
5,16,2500,-0.775186
5,17,2500,-0.71508
5,18,2500,-0.66198
5,19,2500,-0.614842
5,20,2500,-0.572794
5,21,2500,-0.535107
5,22,2500,-0.50117
5,23,2500,-0.470465
5,24,2500,-0.442555
5,25,2500,-0.417067
5,26,2500,-0.393682
5,27,2500,-0.372128
5,28,2500,-0.35217
5,29,2500,-0.333602
5,30,2500,-0.316248
5,31,2500,-0.299955
5,32,2500,-0.284587
5,33,2500,-0.270026
5,34,2500,-0.256167
5,35,2500,-0.242919
5,36,2500,-0.230198
5,37,2500,-0.217933
5,38,2500,-0.206057
5,39,2500,-0.194511
5,40,2500,-0.183242
5,41,2500,-0.172201
5,42,2500,-0.161344
5,43,2500,-0.15063
5,44,2500,-0.14002
5,45,2500,-0.129477
5,46,2500,-0.118969
5,47,2500,-0.108461
5,48,2500,-0.0979229
5,49,2500,-0.0873231
5,50,2500,-0.0766308
5,51,2500,-0.0658152
5,52,2500,-0.0548452
5,53,2500,-0.0436889
5,54,2500,-0.0323132
5,55,2500,-0.0206839
5,56,2500,-0.00876457
5,57,2500,0.00348304
5,58,2500,0.0161
5,59,2500,0.0291302
5,60,2500,0.0426216
5,61,2500,0.0566258
5,62,2500,0.0711994
5,63,2500,0.0864046
5,64,2500,0.10231
5,65,2500,0.11899
5,66,2500,0.136531
5,67,2500,0.155024
5,68,2500,0.174575
5,69,2500,0.195301
5,70,2500,0.217335
5,71,2500,0.240826
5,72,2500,0.265944
5,73,2500,0.292883
5,74,2500,0.321862
5,75,2500,0.353137
5,76,2500,0.387001
5,77,2500,0.423794
5,78,2500,0.46391
5,79,2500,0.507812
5,80,2500,0.556044
5,81,2500,0.609246
5,82,2500,0.668179
5,83,2500,0.733749
5,84,2500,0.807038
5,85,2500,0.889344
5,86,2500,0.982227
5,87,2500,1.08756
5,88,2500,1.20759
5,89,2500,1.34498
5,90,2500,1.50289
5,91,2500,1.68489
5,92,2500,1.89492
5,93,2500,2.13694
5,94,2500,2.41407
5,95,2500,2.72763
5,96,2500,3.07208
5,97,2500,3.43937
5,98,2500,3.77615
5,99,2500,4.09022
5,100,2500,4.09022
6,0,2500,-3.11506
6,1,2500,-3.11506
6,2,2500,-2.99041
6,3,2500,-2.79295
6,4,2500,-2.55707
6,5,2500,-2.31752
6,6,2500,-2.08817
6,7,2500,-1.87742
6,8,2500,-1.68799
6,9,2500,-1.52004
6,10,2500,-1.37224
6,11,2500,-1.24265
6,12,2500,-1.12915
6,13,2500,-1.02969
6,14,2500,-0.94235
6,15,2500,-0.865466
6,16,2500,-0.797566
6,17,2500,-0.737389
6,18,2500,-0.683856
6,19,2500,-0.636046
6,20,2500,-0.593176
6,21,2500,-0.554578
6,22,2500,-0.519682
6,23,2500,-0.488001
6,24,2500,-0.459118
6,25,2500,-0.432674
6,26,2500,-0.408359
6,27,2500,-0.385906
6,28,2500,-0.365084
6,29,2500,-0.345689
6,30,2500,-0.327546
6,31,2500,-0.310499
6,32,2500,-0.294414
6,33,2500,-0.279171
6,34,2500,-0.264663
6,35,2500,-0.250796
6,36,2500,-0.237488
6,37,2500,-0.224661
6,38,2500,-0.21225
6,39,2500,-0.200194
6,40,2500,-0.188436
6,41,2500,-0.176926
6,42,2500,-0.165619
6,43,2500,-0.15447
6,44,2500,-0.14344
6,45,2500,-0.132491
6,46,2500,-0.121587
6,47,2500,-0.110693
6,48,2500,-0.0997762
6,49,2500,-0.0888038
6,50,2500,-0.0777433
6,51,2500,-0.0665623
6,52,2500,-0.0552278
6,53,2500,-0.0437063
6,54,2500,-0.0319631
6,55,2500,-0.019962
6,56,2500,-0.00766522
6,57,2500,0.00496752
6,58,2500,0.017979
6,59,2500,0.0314151
6,60,2500,0.0453254
6,61,2500,0.0597636
6,62,2500,0.0747883
6,63,2500,0.0904634
6,64,2500,0.106859
6,65,2500,0.124054
6,66,2500,0.142133
6,67,2500,0.161192
6,68,2500,0.181337
6,69,2500,0.202688
6,70,2500,0.225377
6,71,2500,0.249556
6,72,2500,0.275395
6,73,2500,0.303085
6,74,2500,0.332847
6,75,2500,0.36493
6,76,2500,0.399621
6,77,2500,0.43725
6,78,2500,0.478196
6,79,2500,0.522901
6,80,2500,0.571874
6,81,2500,0.625711
6,82,2500,0.685106
6,83,2500,0.750872
6,84,2500,0.823957
6,85,2500,0.905472
6,86,2500,0.996709
6,87,2500,1.09916
6,88,2500,1.21453
6,89,2500,1.34474
6,90,2500,1.49184
6,91,2500,1.65795
6,92,2500,1.84492
6,93,2500,2.05398
6,94,2500,2.28475
6,95,2500,2.53424
6,96,2500,2.7935
6,97,2500,3.04865
6,98,2500,3.26289
6,99,2500,3.40812
6,100,2500,3.40812
7,0,2500,-2.63323
7,1,2500,-2.63323
7,2,2500,-2.59416
7,3,2500,-2.47393
7,4,2500,-2.31465
7,5,2500,-2.13877
7,6,2500,-1.96076
7,7,2500,-1.78967
7,8,2500,-1.6302
7,9,2500,-1.48446
7,10,2500,-1.3529
7,11,2500,-1.23503
7,12,2500,-1.12987
7,13,2500,-1.03624
7,14,2500,-0.95291
7,15,2500,-0.878689
7,16,2500,-0.812474
7,17,2500,-0.753271
7,18,2500,-0.700198
7,19,2500,-0.65248
7,20,2500,-0.609439
7,21,2500,-0.570485
7,22,2500,-0.535106
7,23,2500,-0.502857
7,24,2500,-0.473352
7,25,2500,-0.446255
7,26,2500,-0.421271
7,27,2500,-0.398147
7,28,2500,-0.376658
7,29,2500,-0.356609
7,30,2500,-0.337826
7,31,2500,-0.32016
7,32,2500,-0.303474
7,33,2500,-0.287651
7,34,2500,-0.272585
7,35,2500,-0.258182
7,36,2500,-0.244357
7,37,2500,-0.231035
7,38,2500,-0.218147
7,39,2500,-0.205631
7,40,2500,-0.193431
7,41,2500,-0.181495
7,42,2500,-0.169776
7,43,2500,-0.158229
7,44,2500,-0.146812
7,45,2500,-0.135487
7,46,2500,-0.124217
7,47,2500,-0.112965
7,48,2500,-0.101696
7,49,2500,-0.0903776
7,50,2500,-0.0789749
7,51,2500,-0.0674542
7,52,2500,-0.0557814
7,53,2500,-0.0439216
7,54,2500,-0.0318387
7,55,2500,-0.0194952
7,56,2500,-0.00685188
7,57,2500,0.00613283
7,58,2500,0.0195031
7,59,2500,0.0333061
7,60,2500,0.0475928
7,61,2500,0.0624182
7,62,2500,0.077842
7,63,2500,0.0939296
7,64,2500,0.110752
7,65,2500,0.128389
7,66,2500,0.146926
7,67,2500,0.166459
7,68,2500,0.187096
7,69,2500,0.208954
7,70,2500,0.232166
7,71,2500,0.256881
7,72,2500,0.283267
7,73,2500,0.31151
7,74,2500,0.341823
7,75,2500,0.374448
7,76,2500,0.409658
7,77,2500,0.447764
7,78,2500,0.489122
7,79,2500,0.534139
7,80,2500,0.58328
7,81,2500,0.637079
7,82,2500,0.696145
7,83,2500,0.761178
7,84,2500,0.832972
7,85,2500,0.912428
7,86,2500,1.00055
7,87,2500,1.09846
7,88,2500,1.20733
7,89,2500,1.32839
7,90,2500,1.46278
7,91,2500,1.61141
7,92,2500,1.77465
7,93,2500,1.95187
7,94,2500,2.14073
7,95,2500,2.33623
7,96,2500,2.52881
7,97,2500,2.70393
7,98,2500,2.83768
7,99,2500,2.89208
7,100,2500,2.89208
8,0,2500,-2.26408
8,1,2500,-2.26408
8,2,2500,-2.26882
8,3,2500,-2.19825
8,4,2500,-2.09237
8,5,2500,-1.96484
8,6,2500,-1.82846
8,7,2500,-1.69156
8,8,2500,-1.55941
8,9,2500,-1.43503
8,10,2500,-1.31991
8,11,2500,-1.21455
8,12,2500,-1.1188
8,13,2500,-1.03218
8,14,2500,-0.954012
8,15,2500,-0.883539
8,16,2500,-0.819998
8,17,2500,-0.762655
8,18,2500,-0.710825
8,19,2500,-0.663886
8,20,2500,-0.621275
8,21,2500,-0.58249
8,22,2500,-0.547086
8,23,2500,-0.514668
8,24,2500,-0.484889
8,25,2500,-0.457443
8,26,2500,-0.432058
8,27,2500,-0.408497
8,28,2500,-0.386549
8,29,2500,-0.366027
8,30,2500,-0.346768
8,31,2500,-0.328624
8,32,2500,-0.311467
8,33,2500,-0.295179
8,34,2500,-0.279657
8,35,2500,-0.264809
8,36,2500,-0.250551
8,37,2500,-0.236808
8,38,2500,-0.223512
8,39,2500,-0.2106
8,40,2500,-0.198016
8,41,2500,-0.185707
8,42,2500,-0.173626
8,43,2500,-0.161727
8,44,2500,-0.149967
8,45,2500,-0.138308
8,46,2500,-0.12671
8,47,2500,-0.115138
8,48,2500,-0.103555
8,49,2500,-0.0919265
8,50,2500,-0.0802176
8,51,2500,-0.0683935
8,52,2500,-0.056419
8,53,2500,-0.0442583
8,54,2500,-0.0318742
8,55,2500,-0.0192283
8,56,2500,-0.00628045
8,57,2500,0.00701192
8,58,2500,0.0206938
8,59,2500,0.0348133
8,60,2500,0.0494221
8,61,2500,0.0645758
