x,y,t,p
0,0,15000,0
0,1,15000,0
0,2,15000,0
0,3,15000,0
0,4,15000,0
0,5,15000,0
0,6,15000,0
0,7,15000,0
0,8,15000,0
0,9,15000,0
0,10,15000,0
0,11,15000,0
0,12,15000,0
0,13,15000,0
0,14,15000,0
0,15,15000,0
0,16,15000,0
0,17,15000,0
0,18,15000,0
0,19,15000,0
0,20,15000,0
0,21,15000,0
0,22,15000,0
0,23,15000,0
0,24,15000,0
0,25,15000,0
0,26,15000,0
0,27,15000,0
0,28,15000,0
0,29,15000,0
0,30,15000,0
0,31,15000,0
0,32,15000,0
0,33,15000,0
0,34,15000,0
0,35,15000,0
0,36,15000,0
0,37,15000,0
0,38,15000,0
0,39,15000,0
0,40,15000,0
0,41,15000,0
0,42,15000,0
0,43,15000,0
0,44,15000,0
0,45,15000,0
0,46,15000,0
0,47,15000,0
0,48,15000,0
0,49,15000,0
0,50,15000,0
0,51,15000,0
0,52,15000,0
0,53,15000,0
0,54,15000,0
0,55,15000,0
0,56,15000,0
0,57,15000,0
0,58,15000,0
0,59,15000,0
0,60,15000,0
0,61,15000,0
0,62,15000,0
0,63,15000,0
0,64,15000,0
0,65,15000,0
0,66,15000,0
0,67,15000,0
0,68,15000,0
0,69,15000,0
0,70,15000,0
0,71,15000,0
0,72,15000,0
0,73,15000,0
0,74,15000,0
0,75,15000,0
0,76,15000,0
0,77,15000,0
0,78,15000,0
0,79,15000,0
0,80,15000,0
0,81,15000,0
0,82,15000,0
0,83,15000,0
0,84,15000,0
0,85,15000,0
0,86,15000,0
0,87,15000,0
0,88,15000,0
0,89,15000,0
0,90,15000,0
0,91,15000,0
0,92,15000,0
0,93,15000,0
0,94,15000,0
0,95,15000,0
0,96,15000,0
0,97,15000,0
0,98,15000,0
0,99,15000,0
0,100,15000,0
1,0,15000,-10.6659
1,1,15000,-10.6659
1,2,15000,-6.83917
1,3,15000,-5.07612
1,4,15000,-3.8461
1,5,15000,-3.03196
1,6,15000,-2.45785
1,7,15000,-2.04046
1,8,15000,-1.7268
1,9,15000,-1.48459
1,10,15000,-1.29311
1,11,15000,-1.1387
1,12,15000,-1.01208
1,13,15000,-0.906754
1,14,15000,-0.818083
1,15,15000,-0.742649
1,16,15000,-0.677898
1,17,15000,-0.621877
1,18,15000,-0.573073
1,19,15000,-0.530292
1,20,15000,-0.492581
1,21,15000,-0.459169
1,22,15000,-0.429425
1,23,15000,-0.402828
1,24,15000,-0.378944
1,25,15000,-0.357409
1,26,15000,-0.337912
1,27,15000,-0.320188
1,28,15000,-0.304011
1,29,15000,-0.289184
1,30,15000,-0.275535
1,31,15000,-0.262914
1,32,15000,-0.251189
1,33,15000,-0.240242
1,34,15000,-0.22997
1,35,15000,-0.220279
1,36,15000,-0.211084
1,37,15000,-0.20231
1,38,15000,-0.193888
1,39,15000,-0.185754
1,40,15000,-0.17785
1,41,15000,-0.170123
1,42,15000,-0.162523
1,43,15000,-0.155003
1,44,15000,-0.147519
1,45,15000,-0.14003
1,46,15000,-0.132495
1,47,15000,-0.124877
1,48,15000,-0.117138
1,49,15000,-0.109243
1,50,15000,-0.101155
1,51,15000,-0.0928407
1,52,15000,-0.0842635
1,53,15000,-0.0753882
1,54,15000,-0.0661787
1,55,15000,-0.056598
1,56,15000,-0.046608
1,57,15000,-0.0361688
1,58,15000,-0.0252387
1,59,15000,-0.0137738
1,60,15000,-0.00172713
1,61,15000,0.0109514
1,62,15000,0.0243159
1,63,15000,0.0384249
1,64,15000,0.0533424
1,65,15000,0.0691382
1,66,15000,0.0858898
1,67,15000,0.103683
1,68,15000,0.122613
1,69,15000,0.142786
1,70,15000,0.164324
1,71,15000,0.187362
1,72,15000,0.212056
1,73,15000,0.238584
1,74,15000,0.26715
1,75,15000,0.297991
1,76,15000,0.331383
1,77,15000,0.367651
1,78,15000,0.407175
1,79,15000,0.450412
1,80,15000,0.497909
1,81,15000,0.550326
1,82,15000,0.608473
1,83,15000,0.673348
1,84,15000,0.746201
1,85,15000,0.828613
1,86,15000,0.922617
1,87,15000,1.03087
1,88,15000,1.1569
1,89,15000,1.30551
1,90,15000,1.48335
1,91,15000,1.69993
1,92,15000,1.96913
1,93,15000,2.31191
1,94,15000,2.76067
1,95,15000,3.36837
1,96,15000,4.21653
1,97,15000,5.48031
1,98,15000,7.2552
1,99,15000,11.0881
1,100,15000,11.0881
2,0,15000,-6.9824
2,1,15000,-6.9824
2,2,15000,-5.01461
2,3,15000,-3.99982
2,4,15000,-3.17472
2,5,15000,-2.58062
2,6,15000,-2.13188
2,7,15000,-1.79005
2,8,15000,-1.52456
2,9,15000,-1.31494
2,10,15000,-1.14675
2,11,15000,-1.00983
2,12,15000,-0.896859
2,13,15000,-0.802548
2,14,15000,-0.722975
2,15,15000,-0.655202
2,16,15000,-0.596992
2,17,15000,-0.546619
2,18,15000,-0.502733
2,19,15000,-0.464263
2,20,15000,-0.430351
2,21,15000,-0.400304
2,22,15000,-0.373552
2,23,15000,-0.349627
2,24,15000,-0.328136
2,25,15000,-0.30875
2,26,15000,-0.291193
2,27,15000,-0.275225
2,28,15000,-0.260645
2,29,15000,-0.247275
2,30,15000,-0.234963
2,31,15000,-0.223575
2,32,15000,-0.212995
2,33,15000,-0.203117
2,34,15000,-0.193851
2,35,15000,-0.185114
2,36,15000,-0.176831
2,37,15000,-0.168936
2,38,15000,-0.161369
2,39,15000,-0.154074
2,40,15000,-0.147
2,41,15000,-0.140102
2,42,15000,-0.133335
2,43,15000,-0.126658
2,44,15000,-0.120035
2,45,15000,-0.113428
2,46,15000,-0.106804
2,47,15000,-0.100129
2,48,15000,-0.0933713
2,49,15000,-0.0864998
2,50,15000,-0.0794838
2,51,15000,-0.0722929
2,52,15000,-0.0648966
2,53,15000,-0.0572641
2,54,15000,-0.0493643
2,55,15000,-0.0411651
2,56,15000,-0.0326334
2,57,15000,-0.0237346
2,58,15000,-0.0144324
2,59,15000,-0.0046885
2,60,15000,0.00553804
2,61,15000,0.0162911
2,62,15000,0.0276179
2,63,15000,0.0395699
2,64,15000,0.0522034
2,65,15000,0.06558
2,66,15000,0.079768
2,67,15000,0.0948431
2,68,15000,0.11089
2,69,15000,0.128003
2,70,15000,0.146291
2,71,15000,0.165873
2,72,15000,0.18689
2,73,15000,0.209499
2,74,15000,0.233885
2,75,15000,0.260259
2,76,15000,0.28887
