x,y,t,p
6,9,22500,-1.49846
6,10,22500,-1.34965
6,11,22500,-1.21907
6,12,22500,-1.10463
6,13,22500,-1.00428
6,14,22500,-0.916135
6,15,22500,-0.838537
6,16,22500,-0.770028
6,17,22500,-0.709357
6,18,22500,-0.655451
6,19,22500,-0.607397
6,20,22500,-0.564414
6,21,22500,-0.525838
6,22,22500,-0.491101
6,23,22500,-0.459715
6,24,22500,-0.431262
6,25,22500,-0.405381
6,26,22500,-0.38176
6,27,22500,-0.360126
6,28,22500,-0.340243
6,29,22500,-0.321904
6,30,22500,-0.304925
6,31,22500,-0.289145
6,32,22500,-0.274422
6,33,22500,-0.260628
6,34,22500,-0.247649
6,35,22500,-0.235383
6,36,22500,-0.223737
6,37,22500,-0.212629
6,38,22500,-0.201981
6,39,22500,-0.191724
6,40,22500,-0.181794
6,41,22500,-0.172132
6,42,22500,-0.162682
6,43,22500,-0.153394
6,44,22500,-0.144217
6,45,22500,-0.135107
6,46,22500,-0.126018
6,47,22500,-0.11691
6,48,22500,-0.107741
6,49,22500,-0.0984707
6,50,22500,-0.0890602
6,51,22500,-0.0794702
6,52,22500,-0.0696617
6,53,22500,-0.0595952
6,54,22500,-0.0492305
6,55,22500,-0.0385266
6,56,22500,-0.0274409
6,57,22500,-0.015929
6,58,22500,-0.00394444
6,59,22500,0.00856195
6,60,22500,0.0216425
6,61,22500,0.0353531
6,62,22500,0.049754
6,63,22500,0.0649107
6,64,22500,0.0808943
6,65,22500,0.0977825
6,66,22500,0.115661
6,67,22500,0.134625
6,68,22500,0.154778
6,69,22500,0.17624
6,70,22500,0.199139
6,71,22500,0.223625
6,72,22500,0.249864
6,73,22500,0.278044
6,74,22500,0.308381
6,75,22500,0.34112
6,76,22500,0.376543
6,77,22500,0.414973
6,78,22500,0.456784
6,79,22500,0.502411
6,80,22500,0.552358
6,81,22500,0.607212
6,82,22500,0.667661
6,83,22500,0.734509
6,84,22500,0.808698
6,85,22500,0.891328
6,86,22500,0.983684
6,87,22500,1.08725
6,88,22500,1.20373
6,89,22500,1.33501
6,90,22500,1.48317
6,91,22500,1.65029
6,92,22500,1.83823
6,93,22500,2.04821
6,94,22500,2.27986
6,95,22500,2.53018
6,96,22500,2.79022
6,97,22500,3.04612
6,98,22500,3.26103
6,99,22500,3.40705
6,100,22500,3.40705
7,0,22500,-2.61779
7,1,22500,-2.61779
7,2,22500,-2.57865
7,3,22500,-2.4581
7,4,22500,-2.29831
7,5,22500,-2.12176
7,6,22500,-1.94295
7,7,22500,-1.77098
7,8,22500,-1.61056
7,9,22500,-1.46384
7,10,22500,-1.3313
7,11,22500,-1.21247
7,12,22500,-1.1064
7,13,22500,-1.01192
7,14,22500,-0.927822
7,15,22500,-0.852926
7,16,22500,-0.786141
7,17,22500,-0.726484
7,18,22500,-0.673077
7,19,22500,-0.625152
7,20,22500,-0.582035
7,21,22500,-0.543137
7,22,22500,-0.507947
7,23,22500,-0.476021
7,24,22500,-0.44697
7,25,22500,-0.420455
7,26,22500,-0.39618
7,27,22500,-0.373885
7,28,22500,-0.353341
7,29,22500,-0.334347
7,30,22500,-0.316724
7,31,22500,-0.300314
7,32,22500,-0.284974
7,33,22500,-0.27058
7,34,22500,-0.257016
7,35,22500,-0.244182
7,36,22500,-0.231983
7,37,22500,-0.220337
7,38,22500,-0.209166
7,39,22500,-0.198399
7,40,22500,-0.187972
7,41,22500,-0.177824
7,42,22500,-0.167899
7,43,22500,-0.158144
7,44,22500,-0.14851
7,45,22500,-0.13895
7,46,22500,-0.129419
7,47,22500,-0.119873
7,48,22500,-0.110271
7,49,22500,-0.10057
7,50,22500,-0.0907321
7,51,22500,-0.0807158
7,52,22500,-0.0704812
7,53,22500,-0.0599878
7,54,22500,-0.0491945
7,55,22500,-0.0380591
7,56,22500,-0.026538
7,57,22500,-0.0145858
7,58,22500,-0.002155
7,59,22500,0.0108046
7,60,22500,0.0243463
7,61,22500,0.0385271
7,62,22500,0.0534081
7,63,22500,0.0690557
7,64,22500,0.0855415
7,65,22500,0.102944
7,66,22500,0.12135
7,67,22500,0.140854
7,68,22500,0.16156
7,69,22500,0.183585
7,70,22500,0.20706
7,71,22500,0.23213
7,72,22500,0.258958
7,73,22500,0.287727
7,74,22500,0.318647
7,75,22500,0.351952
7,76,22500,0.387912
7,77,22500,0.426831
7,78,22500,0.469059
7,79,22500,0.514996
7,80,22500,0.565101
7,81,22500,0.6199
7,82,22500,0.679995
7,83,22500,0.746078
7,84,22500,0.818936
7,85,22500,0.89946
7,86,22500,0.988652
7,87,22500,1.08761
7,88,22500,1.19752
7,89,22500,1.3196
7,90,22500,1.45497
7,91,22500,1.60455
7,92,22500,1.76871
7,93,22500,1.94682
7,94,22500,2.13652
7,95,22500,2.33284
7,96,22500,2.52622
7,97,22500,2.70216
7,98,22500,2.83667
7,99,22500,2.89206
7,100,22500,2.89206
8,0,22500,-2.24998
8,1,22500,-2.24998
8,2,22500,-2.25448
8,3,22500,-2.18352
8,4,22500,-2.07709
8,5,22500,-1.94888
8,6,22500,-1.8117
8,7,22500,-1.67391
8,8,22500,-1.54082
8,9,22500,-1.41547
8,10,22500,-1.2994
8,11,22500,-1.19309
8,12,22500,-1.09646
8,13,22500,-1.00902
8,14,22500,-0.930105
8,15,22500,-0.858985
8,16,22500,-0.794904
8,17,22500,-0.737135
8,18,22500,-0.685001
8,19,22500,-0.637883
8,20,22500,-0.595223
8,21,22500,-0.55652
8,22,22500,-0.521329
8,23,22500,-0.489255
8,24,22500,-0.459949
8,25,22500,-0.4331
8,26,22500,-0.408435
8,27,22500,-0.38571
8,28,22500,-0.36471
8,29,22500,-0.345243
8,30,22500,-0.327137
8,31,22500,-0.31024
8,32,22500,-0.294413
8,33,22500,-0.279534
8,34,22500,-0.265491
8,35,22500,-0.252183
8,36,22500,-0.239518
8,37,22500,-0.227413
8,38,22500,-0.215791
8,39,22500,-0.204581
8,40,22500,-0.193718
8,41,22500,-0.183142
8,42,22500,-0.172796
8,43,22500,-0.162627
8,44,22500,-0.152585
8,45,22500,-0.142622
8,46,22500,-0.132693
8,47,22500,-0.122752
8,48,22500,-0.112759
8,49,22500,-0.102671
8,50,22500,-0.0924467
8,51,22500,-0.0820456
8,52,22500,-0.0714269
8,53,22500,-0.0605494
8,54,22500,-0.0493712
8,55,22500,-0.0378494
8,56,22500,-0.0259399
8,57,22500,-0.0135965
8,58,22500,-0.000771289
8,59,22500,0.0125866
8,60,22500,0.0265307
8,61,22500,0.0411186
8,62,22500,0.0564115
8,63,22500,0.0724758
8,64,22500,0.0893833
8,65,22500,0.107212
8,66,22500,0.126047
8,67,22500,0.145983
8,68,22500,0.167121
8,69,22500,0.189578
8,70,22500,0.213478
8,71,22500,0.238963
8,72,22500,0.266189
8,73,22500,0.295334
8,74,22500,0.326592
8,75,22500,0.360187
8,76,22500,0.396367
8,77,22500,0.435413
8,78,22500,0.477643
8,79,22500,0.523415
8,80,22500,0.573131
8,81,22500,0.627248
8,82,22500,0.686272
8,83,22500,0.750772
8,84,22500,0.821373
8,85,22500,0.898757
8,86,22500,0.983648
8,87,22500,1.07679
8,88,22500,1.17892
8,89,22500,1.29064
8,90,22500,1.4124
8,91,22500,1.5442
8,92,22500,1.68542
8,93,22500,1.83437
8,94,22500,1.98776
8,95,22500,2.14004
8,96,22500,2.28249
8,97,22500,2.4022
8,98,22500,2.4844
8,99,22500,2.49208
8,100,22500,2.49208
9,0,22500,-1.96265
9,1,22500,-1.96265
9,2,22500,-1.98859
9,3,22500,-1.94924
9,4,22500,-1.87956
9,5,22500,-1.78728
9,6,22500,-1.68293
9,7,22500,-1.5736
9,8,22500,-1.46436
9,9,22500,-1.35854
9,10,22500,-1.25816
9,11,22500,-1.16431
9,12,22500,-1.07745
9,13,22500,-0.997615
9,14,22500,-0.924571
9,15,22500,-0.857939
9,16,22500,-0.797257
9,17,22500,-0.742035
9,18,22500,-0.69178
9,19,22500,-0.646021
9,20,22500,-0.604312
9,21,22500,-0.566245
9,22,22500,-0.531444
9,23,22500,-0.499571
9,24,22500,-0.470317
9,25,22500,-0.443408
9,26,22500,-0.418595
9,27,22500,-0.395657
9,28,22500,-0.374393
9,29,22500,-0.354624
9,30,22500,-0.336189
9,31,22500,-0.318942
9,32,22500,-0.302752
9,33,22500,-0.2875
9,34,22500,-0.273078
9,35,22500,-0.259388
9,36,22500,-0.246341
9,37,22500,-0.233854
9,38,22500,-0.221851
9,39,22500,-0.210264
9,40,22500,-0.199027
9,41,22500,-0.18808
9,42,22500,-0.177367
9,43,22500,-0.166834
9,44,22500,-0.156432
9,45,22500,-0.146111
9,46,22500,-0.135828
9,47,22500,-0.125536
9,48,22500,-0.115194
9,49,22500,-0.104759
9,50,22500,-0.0941891
9,51,22500,-0.083444
9,52,22500,-0.0724821
9,53,22500,-0.0612619
9,54,22500,-0.0497412
9,55,22500,-0.0378768
9,56,22500,-0.0256242
9,57,22500,-0.0129371
9,58,22500,0.000232609
9,59,22500,0.0139357
9,60,22500,0.028226
9,61,22500,0.0431604
9,62,22500,0.0588
9,63,22500,0.0752103
9,64,22500,0.0924622
9,65,22500,0.110632
9,66,22500,0.129805
9,67,22500,0.15007
9,68,22500,0.171528
9,69,22500,0.194289
9,70,22500,0.218474
9,71,22500,0.244217
9,72,22500,0.271667
9,73,22500,0.300988
9,74,22500,0.332362
9,75,22500,0.365994
9,76,22500,0.402111
9,77,22500,0.440963
9,78,22500,0.482831
9,79,22500,0.528027
9,80,22500,0.576893
9,81,22500,0.629808
9,82,22500,0.687183
9,83,22500,0.749462
9,84,22500,0.817113
9,85,22500,0.890621
9,86,22500,0.970462
9,87,22500,1.05707
9,88,22500,1.1508
9,89,22500,1.25181
9,90,22500,1.36
9,91,22500,1.4748
9,92,22500,1.59499
9,93,22500,1.71837
9,94,22500,1.84138
9,95,22500,1.95871
9,96,22500,2.06297
9,97,22500,2.14354
9,98,22500,2.19189
9,99,22500,2.17498
9,100,22500,2.17498
10,0,22500,-1.73302
10,1,22500,-1.73302
10,2,22500,-1.76868
10,3,22500,-1.74942
10,4,22500,-1.70495
10,5,22500,-1.63915
10,6,22500,-1.56032
10,7,22500,-1.47418
10,8,22500,-1.38524
10,9,22500,-1.2967
10,10,22500,-1.21074
10,11,22500,-1.12875
10,12,22500,-1.05152
10,13,22500,-0.979434
10,14,22500,-0.912577
10,15,22500,-0.85085
10,16,22500,-0.794028
10,17,22500,-0.741822
10,18,22500,-0.693904
10,19,22500,-0.649935
10,20,22500,-0.60958
10,21,22500,-0.572518
10,22,22500,-0.538444
10,23,22500,-0.507074
10,24,22500,-0.478148
10,25,22500,-0.451425
10,26,22500,-0.426686
10,27,22500,-0.403733
10,28,22500,-0.382384
10,29,22500,-0.362475
10,30,22500,-0.343856
10,31,22500,-0.326391
10,32,22500,-0.309957
10,33,22500,-0.29444
10,34,22500,-0.279739
10,35,22500,-0.265758
10,36,22500,-0.252411
10,37,22500,-0.239618
10,38,22500,-0.227306
10,39,22500,-0.215407
10,40,22500,-0.203856
10,41,22500,-0.192595
10,42,22500,-0.181568
10,43,22500,-0.170722
10,44,22500,-0.160008
10,45,22500,-0.149377
10,46,22500,-0.138783
10,47,22500,-0.128184
10,48,22500,-0.117535
10,49,22500,-0.106794
10,50,22500,-0.0959202
10,51,22500,-0.0848721
10,52,22500,-0.0736085
10,53,22500,-0.0620876
10,54,22500,-0.0502672
10,55,22500,-0.0381043
10,56,22500,-0.0255543
10,57,22500,-0.0125713
10,58,22500,0.000892845
10,59,22500,0.0148883
10,60,22500,0.0294683
10,61,22500,0.0446891
10,62,22500,0.0606106
10,63,22500,0.0772971
10,64,22500,0.0948177
10,65,22500,0.113247
10,66,22500,0.132665
10,67,22500,0.153161
10,68,22500,0.174829
10,69,22500,0.197774
10,70,22500,0.222111
10,71,22500,0.247964
10,72,22500,0.275471
10,73,22500,0.304785
10,74,22500,0.33607
10,75,22500,0.369511
10,76,22500,0.405308
10,77,22500,0.443681
10,78,22500,0.484872
10,79,22500,0.529141
10,80,22500,0.576771
10,81,22500,0.628063
10,82,22500,0.683334
10,83,22500,0.742911
10,84,22500,0.80712
10,85,22500,0.876266
10,86,22500,0.950615
10,87,22500,1.03035
10,88,22500,1.11552
10,89,22500,1.20596
10,90,22500,1.30121
10,91,22500,1.40035
10,92,22500,1.50185
10,93,22500,1.60335
10,94,22500,1.70145
10,95,22500,1.79142
10,96,22500,1.8673
10,97,22500,1.92067
10,98,22500,1.94707
10,99,22500,1.91798
10,100,22500,1.91798
11,0,22500,-1.54576
11,1,22500,-1.54576
11,2,22500,-1.58504
11,3,22500,-1.57852
11,4,22500,-1.55134
11,5,22500,-1.50496
11,6,22500,-1.44578
11,7,22500,-1.37829
11,8,22500,-1.30631
11,9,22500,-1.23273
11,10,22500,-1.15968
11,11,22500,-1.08862
11,12,22500,-1.02055
11,13,22500,-0.956051
11,14,22500,-0.895424
11,15,22500,-0.838777
