1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
0, 0.0366448, 0.0359943, 0.0495126, 0.0492915, 0.0547381, 0.0546221, 0.0569444, 0.0568787, 0.0578737, 0.0578305, 0.0582353, 0.0581955, 0.0583348, 0.0582892, 0.0583096, 0.058255, 0.0582219, 0.0581582, 0.0580989, 0.0580257, 0.0579503, 0.0578658, 0.0577755, 0.057676, 0.0575674, 0.0574468, 0.0573128, 0.0571621, 0.0569914, 0.0567971, 0.0565729, 0.0563154, 0.0560119, 0.0556622, 0.0552386, 0.0547532, 0.0541426, 0.0534538, 0.0525408, 0.0515326, 0.0501084, 0.0485425, 0.0462148, 0.0434667, 0.0394932, 0.0335411, 0.026628, 0.0100719, 0, 0, 
0, -0.000777131, -0.000573233, -0.000237868, -0.000114711, 0.000295702, 0.000365042, 0.000685852, 0.000739297, 0.000960633, 0.0010103, 0.00115502, 0.00120061, 0.00129268, 0.00133127, 0.00138886, 0.00141864, 0.00145389, 0.0014746, 0.00149501, 0.00150732, 0.00151725, 0.00152205, 0.00152385, 0.00152179, 0.0015165, 0.00150776, 0.00149548, 0.00147978, 0.00145986, 0.00143644, 0.00140751, 0.00137524, 0.0013352, 0.00129263, 0.00123866, 0.00118367, 0.00111299, 0.00104062, 0.000953462, 0.000847535, 0.000757493, 0.000561954, 0.000527531, 5.07776e-05, 0.000268915, -0.00114675, -4.86857e-05, -0.00472394, 0, 0, 
0, -0.00845849, -0.0100925, -0.00809279, -0.00836077, -0.00583359, -0.00561872, -0.00392424, -0.0036055, -0.0026068, -0.00231932, -0.00175239, -0.0015312, -0.00121091, -0.00105409, -0.000871681, -0.00076659, -0.000662171, -0.000595691, -0.000537325, -0.000499268, -0.000470341, -0.000454031, -0.000446386, -0.000448321, -0.000458784, -0.000478206, -0.000507051, -0.00054577, -0.000596392, -0.000658974, -0.000738509, -0.000832843, -0.000953879, -0.00109203, -0.0012759, -0.00147492, -0.00175735, -0.00203874, -0.00247821, -0.00286153, -0.00354668, -0.004016, -0.00505368, -0.00539147, -0.00681338, -0.00576715, -0.00722466, 0.00160907, 0, 0, 
0, -0.00104717, -0.00139437, -0.00155195, -0.00173294, -0.00156074, -0.00162009, -0.00137493, -0.00136215, -0.00114317, -0.00109437, -0.000926756, -0.000866149, -0.000746751, -0.00068888, -0.000607092, -0.000559177, -0.000504873, -0.000469355, -0.000435025, -0.000411834, -0.000392551, -0.000380718, -0.000373545, -0.000372136, -0.000375594, -0.000384128, -0.000397834, -0.000416389, -0.000440847, -0.000469957, -0.00050644, -0.000546836, -0.000597275, -0.000649513, -0.000716154, -0.000780417, -0.000864602, -0.000941624, -0.00103998, -0.00113542, -0.00122954, -0.00136547, -0.00139777, -0.00162961, -0.00145519, -0.00184384, -0.00116486, -0.00138022, 0, 0, 
0, -0.00297826, -0.00397217, -0.00413148, -0.00449985, -0.00371175, -0.00370126, -0.00290424, -0.00274196, -0.00215969, -0.00196952, -0.0015884, -0.00142209, -0.00118274, -0.00105461, -0.000906346, -0.000814901, -0.000723916, -0.000662864, -0.000608766, -0.000571782, -0.000542959, -0.00052534, -0.000515642, -0.000514653, -0.000521431, -0.000536241, -0.000559381, -0.000590974, -0.000632623, -0.000683806, -0.000748634, -0.000824058, -0.000920034, -0.00102589, -0.00116554, -0.0013079, -0.00150981, -0.00168885, -0.00197824, -0.00217115, -0.00257578, -0.00268957, -0.00322282, -0.00297398, -0.00359774, -0.00226429, -0.00287199, 0.000780867, 0, 0, 
0, -0.000639041, -0.00093459, -0.00118261, -0.00137742, -0.0013606, -0.00145137, -0.00132046, -0.00133323, -0.00117998, -0.00114624, -0.0010108, -0.000956767, -0.000850398, -0.000793761, -0.000715364, -0.000665933, -0.000610832, -0.000572803, -0.00053635, -0.000510705, -0.00048936, -0.000475687, -0.000467114, -0.000464702, -0.000467601, -0.000475964, -0.000489877, -0.000508891, -0.000534026, -0.000563777, -0.000600832, -0.000641211, -0.000691109, -0.000741108, -0.000804456, -0.000861233, -0.000937017, -0.000995088, -0.00107752, -0.00112891, -0.00120052, -0.00123668, -0.00125574, -0.00126962, -0.00115434, -0.00113496, -0.000765148, -0.000696835, 0, 0, 
0, -0.00116147, -0.00176909, -0.00212266, -0.00243744, -0.00226731, -0.00234201, -0.00202242, -0.00196565, -0.00166916, -0.00156333, -0.0013366, -0.00122729, -0.00106726, -0.00097405, -0.000865322, -0.000793694, -0.000721812, -0.00067109, -0.000625632, -0.000593242, -0.000567531, -0.000550954, -0.000541112, -0.000538641, -0.000542811, -0.000553759, -0.000571636, -0.000596343, -0.000628975, -0.000668702, -0.0007185, -0.000775119, -0.000845968, -0.000921072, -0.00101837, -0.00111088, -0.00124108, -0.00134136, -0.00151019, -0.00158659, -0.00179473, -0.0017667, -0.00200259, -0.00169807, -0.00193491, -0.0010673, -0.00129232, 0.000359734, 0, 0, 
0, -0.0003821, -0.000633811, -0.000848071, -0.00103083, -0.00108071, -0.00118097, -0.00113308, -0.00116378, -0.00107698, -0.00106138, -0.000970428, -0.000931121, -0.000851546, -0.000805335, -0.000741879, -0.000699036, -0.000651674, -0.000617323, -0.00058449, -0.000560532, -0.000540516, -0.000527228, -0.000518669, -0.000515736, -0.000517745, -0.000524783, -0.000536905, -0.000553604, -0.000575703, -0.00060167, -0.000633733, -0.000668034, -0.00070985, -0.000750201, -0.000800813, -0.000842407, -0.000899112, -0.000933248, -0.000989728, -0.00100283, -0.00104588, -0.00102007, -0.00102503, -0.000942075, -0.000869704, -0.000722739, -0.000525076, -0.000352422, 0, 0, 
0, -0.000504165, -0.000889323, -0.00114831, -0.00138887, -0.00140383, -0.00150169, -0.00139772, -0.00139943, -0.00126565, -0.00121854, -0.00109636, -0.00103307, -0.00093518, -0.000873779, -0.000800402, -0.000748994, -0.000696577, -0.000657775, -0.000622515, -0.00059641, -0.00057535, -0.000561189, -0.000552368, -0.000549374, -0.000551704, -0.000559413, -0.000572534, -0.000590859, -0.000615016, -0.000644108, -0.000680039, -0.000719877, -0.00076863, -0.000818076, -0.000880604, -0.000935389, -0.0010117, -0.00106037, -0.00114798, -0.00116461, -0.0012565, -0.00118988, -0.00127386, -0.00103873, -0.00110397, -0.000596666, -0.00065761, 0.000157232, 0, 0, 
